name,idevent,Player ID,event_ID,Kills,Deaths,Kill / Death,Kill / Round,Rounds with kills,Kill - Death difference,Total opening kills,Total opening deaths,Opening kill ratio,Opening kill rating,Team win percent after first kill,First kill in won rounds,0 kill rounds,1 kill rounds,2 kill rounds,3 kill rounds,4 kill rounds,5 kill rounds,Rifle kills,Sniper kills,SMG kills,Pistol kills,Grenade,Other,Event link
SmithZz,7170;1333,7170,1333,46,53,0.87,0.62,34,-7,11,9,1.22,1.21,81.80%,24.30%,40,25,7,1,1,0,37,2,0,5,2,0,https://www.hltv.org/stats/players/individual/7170/SmithZz?event=1333
SmithZz,7170;1444,7170,1444,54,57,0.95,0.73,37,-3,7,18,0.39,0.73,100.00%,20.00%,37,24,9,4,0,0,36,10,0,8,0,0,https://www.hltv.org/stats/players/individual/7170/SmithZz?event=1444
SmithZz,7170;1553,7170,1553,127,151,0.84,0.54,84,-24,26,37,0.7,0.96,84.60%,17.30%,150,49,28,7,0,0,44,45,3,34,1,0,https://www.hltv.org/stats/players/individual/7170/SmithZz?event=1553
SmithZz,7170;1611,7170,1611,133,113,1.18,0.73,87,20,19,15,1.27,1.05,78.90%,15.50%,95,56,22,7,2,0,71,25,4,33,0,0,https://www.hltv.org/stats/players/individual/7170/SmithZz?event=1611
SmithZz,7170;1617,7170,1617,55,77,0.71,0.56,34,-22,10,15,0.67,0.92,70.00%,18.40%,65,20,7,7,0,0,8,23,10,14,0,0,https://www.hltv.org/stats/players/individual/7170/SmithZz?event=1617
SmithZz,7170;1666,7170,1666,37,47,0.79,0.61,24,-10,9,13,0.69,1.05,66.70%,23.10%,37,16,4,3,1,0,26,2,1,7,1,0,https://www.hltv.org/stats/players/individual/7170/SmithZz?event=1666
SmithZz,7170;2027,7170,2027,73,84,0.87,0.67,50,-11,16,14,1.14,1.19,68.80%,22.40%,59,35,9,4,2,0,13,40,8,11,2,1,https://www.hltv.org/stats/players/individual/7170/SmithZz?event=2027
SmithZz,7170;2062,7170,2062,37,40,0.93,0.66,24,-3,4,6,0.67,0.85,75.00%,12.50%,32,15,6,2,1,0,4,28,0,5,0,0,https://www.hltv.org/stats/players/individual/7170/SmithZz?event=2062
SmithZz,7170;2471,7170,2471,46,79,0.58,0.45,37,-33,10,17,0.59,0.88,60.00%,13.60%,65,28,9,0,0,0,26,7,3,10,0,1,https://www.hltv.org/stats/players/individual/7170/SmithZz?event=2471
SmithZz,7170;3564,7170,3564,105,147,0.71,0.54,71,-42,20,25,0.8,0.97,60.00%,14.50%,124,45,19,6,1,0,72,13,3,17,0,0,https://www.hltv.org/stats/players/individual/7170/SmithZz?event=3564
strux1,7214;1553,7214,1553,27,39,0.69,0.57,19,-12,2,3,0.67,0.77,100.00%,13.30%,28,14,3,1,1,0,15,4,0,6,2,0,https://www.hltv.org/stats/players/individual/7214/strux1?event=1553
kRYSTAL,7218;1553,7218,1553,84,99,0.85,0.66,59,-15,25,15,1.67,1.45,76.00%,34.50%,69,42,12,4,1,0,23,40,0,19,1,1,https://www.hltv.org/stats/players/individual/7218/kRYSTAL?event=1553
kRYSTAL,7218;1611,7218,1611,86,84,1.02,0.75,56,2,15,17,0.88,1.08,86.70%,26.00%,58,36,13,4,3,0,39,18,0,28,1,0,https://www.hltv.org/stats/players/individual/7218/kRYSTAL?event=1611
kRYSTAL,7218;2720,7218,2720,74,77,0.96,0.65,55,-3,15,12,1.25,1.15,73.30%,21.60%,58,41,10,3,1,0,23,22,8,22,0,0,https://www.hltv.org/stats/players/individual/7218/kRYSTAL?event=2720
r0bs3n,7232;1553,7232,1553,56,102,0.55,0.44,43,-46,7,13,0.54,0.77,57.10%,7.30%,85,32,9,2,0,0,44,0,0,10,2,0,https://www.hltv.org/stats/players/individual/7232/r0bs3n?event=1553
disturbed,7235;1611,7235,1611,33,37,0.89,0.7,22,-4,6,8,0.75,1.02,50.00%,20.00%,25,13,7,2,0,0,23,0,0,10,0,0,https://www.hltv.org/stats/players/individual/7235/disturbed?event=1611
stonde,7238;1611,7238,1611,23,36,0.64,0.49,20,-13,8,4,2,1.38,75.00%,40.00%,27,17,3,0,0,0,6,9,0,7,0,1,https://www.hltv.org/stats/players/individual/7238/stonde?event=1611
stavros,7246;1553,7246,1553,22,40,0.55,0.47,15,-18,4,5,0.8,0.91,75.00%,20.00%,32,9,5,1,0,0,18,0,0,4,0,0,https://www.hltv.org/stats/players/individual/7246/stavros?event=1553
xseveN,7248;3883,7248,3883,285,285,1,0.66,190,0,48,37,1.3,1.08,70.80%,15.90%,245,123,44,18,5,0,194,12,31,43,5,0,https://www.hltv.org/stats/players/individual/7248/xseveN?event=3883
xseveN,7248;4443,7248,4443,84,85,0.99,0.59,62,-1,11,12,0.92,0.91,63.60%,8.60%,81,43,16,3,0,0,56,1,9,15,3,0,https://www.hltv.org/stats/players/individual/7248/xseveN?event=4443
steel,7253;1444,7253,1444,32,50,0.64,0.51,25,-18,7,7,1,1.04,85.70%,24.00%,38,19,5,1,0,0,20,2,1,9,0,0,https://www.hltv.org/stats/players/individual/13843/Lucky?event=3904
centeks,7262;1270,7262,1270,24,33,0.73,0.53,16,-9,1,4,0.25,0.63,0.00%,0.00%,29,9,6,1,0,0,16,0,0,7,1,0,https://www.hltv.org/stats/players/individual/7262/centeks?event=1270
syrsoN,7266;6586,7266,6586,133,132,1.01,0.65,93,1,23,19,1.21,1.07,69.60%,17.60%,112,64,18,11,0,0,19,79,9,21,5,1,https://www.hltv.org/stats/players/individual/7266/syrsoN?event=6586
apEX,7322;1270,7322,1270,57,57,1,0.81,38,0,12,12,1,1.24,16.70%,8.30%,32,24,10,4,0,0,41,0,0,15,1,0,https://www.hltv.org/stats/players/individual/7322/apEX?event=1270
apEX,7322;1333,7322,1333,100,99,1.01,0.81,62,1,16,14,1.14,1.12,68.80%,22.00%,62,36,17,7,2,0,78,0,0,21,1,0,https://www.hltv.org/stats/players/individual/7322/apEX?event=1333
apEX,7322;1444,7322,1444,177,118,1.5,0.97,109,59,33,18,1.83,1.41,69.70%,23.00%,73,62,30,14,3,0,139,0,0,37,1,0,https://www.hltv.org/stats/players/individual/7322/apEX?event=1444
apEX,7322;1611,7322,1611,23,40,0.57,0.46,18,-17,7,12,0.58,0.97,57.10%,22.20%,32,15,2,0,1,0,17,1,0,5,0,0,https://www.hltv.org/stats/players/individual/7322/apEX?event=1611
apEX,7322;1617,7322,1617,198,178,1.11,0.76,128,20,37,36,1.03,1.15,75.70%,17.90%,133,81,28,15,4,0,134,1,11,48,4,0,https://www.hltv.org/stats/players/individual/7322/apEX?event=1617
apEX,7322;1666,7322,1666,190,172,1.1,0.78,124,18,30,30,1,1.08,83.30%,19.40%,119,73,38,11,2,0,134,0,15,38,3,0,https://www.hltv.org/stats/players/individual/7322/apEX?event=1666
apEX,7322;2027,7322,2027,40,41,0.98,0.75,29,-1,7,5,1.4,1.17,71.40%,23.80%,24,21,5,3,0,0,30,0,1,9,0,0,https://www.hltv.org/stats/players/individual/7322/apEX?event=2027
apEX,7322;2062,7322,2062,33,37,0.89,0.65,26,-4,8,9,0.89,1.16,62.50%,26.30%,25,21,3,2,0,0,24,1,0,7,0,1,https://www.hltv.org/stats/players/individual/7322/apEX?event=2062
apEX,7322;2471,7322,2471,106,104,1.02,0.75,73,2,18,18,1,1.09,61.10%,15.90%,68,48,18,6,1,0,74,1,8,20,3,0,https://www.hltv.org/stats/players/individual/7322/apEX?event=2471
apEX,7322;2720,7322,2720,84,97,0.87,0.62,57,-13,12,19,0.63,0.88,75.00%,15.80%,79,33,21,3,0,0,64,0,1,19,0,0,https://www.hltv.org/stats/players/individual/7322/apEX?event=2720
apEX,7322;3247,7322,3247,67,84,0.8,0.58,52,-17,8,9,0.89,0.88,87.50%,11.10%,63,38,13,1,0,0,44,0,2,19,2,0,https://www.hltv.org/stats/players/individual/7322/apEX?event=3247
apEX,7322;3883,7322,3883,191,175,1.09,0.76,125,16,28,26,1.08,1.05,71.40%,17.10%,125,76,34,13,2,0,147,5,8,30,1,0,https://www.hltv.org/stats/players/individual/7322/apEX?event=3883
apEX,7322;4443,7322,4443,151,138,1.09,0.68,108,13,17,19,0.89,0.91,82.40%,12.10%,114,73,28,6,1,0,115,2,6,23,5,0,https://www.hltv.org/stats/players/individual/7322/apEX?event=4443
apEX,7322;4866,7322,4866,241,246,0.98,0.68,152,-5,31,39,0.79,0.92,74.20%,12.40%,205,92,38,16,5,1,195,3,12,26,6,1,https://www.hltv.org/stats/players/individual/7322/apEX?event=4866
apEX,7322;6793,7322,6793,181,178,1.02,0.65,131,3,27,25,1.08,1,92.60%,15.60%,146,90,34,5,2,0,136,1,6,29,8,1,https://www.hltv.org/stats/players/individual/7322/apEX?event=6793
fel1x,7323;1553,7323,1553,63,87,0.72,0.49,39,-24,4,17,0.24,0.6,25.00%,1.80%,89,22,12,4,1,0,51,0,0,12,0,0,https://www.hltv.org/stats/players/individual/7323/fel1x?event=1553
DaZeD,7347;1270,7347,1270,30,34,0.88,0.61,19,-4,3,6,0.5,0.77,66.70%,11.80%,30,11,5,3,0,0,23,1,0,5,1,0,https://www.hltv.org/stats/players/individual/7347/DaZeD?event=1270
DaZeD,7347;1333,7347,1333,39,37,1.05,0.74,26,2,6,7,0.86,1.01,66.70%,19.00%,27,15,9,2,0,0,31,0,0,8,0,0,https://www.hltv.org/stats/players/individual/7347/DaZeD?event=1333
DaZeD,7347;1444,7347,1444,33,50,0.66,0.52,27,-17,7,9,0.78,0.98,85.70%,24.00%,36,22,4,1,0,0,27,0,0,3,3,0,https://www.hltv.org/stats/players/individual/7347/DaZeD?event=1444
Dosia,735;1270,735,1270,102,97,1.05,0.66,66,5,8,14,0.57,0.77,62.50%,6.80%,89,38,21,7,0,0,83,3,1,13,2,0,https://www.hltv.org/stats/players/individual/735/Dosia?event=1270
Dosia,735;1333,735,1333,113,91,1.24,0.81,73,22,14,11,1.27,1.04,78.60%,16.70%,67,45,18,8,2,0,90,4,1,18,0,0,https://www.hltv.org/stats/players/individual/735/Dosia?event=1333
Dosia,735;1444,735,1444,59,42,1.4,0.92,35,17,6,8,0.75,0.93,66.70%,14.30%,29,18,12,3,2,0,34,8,0,16,1,0,https://www.hltv.org/stats/players/individual/735/Dosia?event=1444
Dosia,735;1553,735,1553,48,63,0.76,0.51,36,-15,4,12,0.33,0.67,100.00%,9.30%,58,27,6,3,0,0,32,1,0,13,1,1,https://www.hltv.org/stats/players/individual/735/Dosia?event=1553
Dosia,735;1611,735,1611,36,40,0.9,0.62,23,-4,7,2,3.5,1.21,85.70%,23.10%,35,13,9,1,0,0,28,1,0,6,0,1,https://www.hltv.org/stats/players/individual/735/Dosia?event=1611
Dosia,735;2027,735,2027,90,100,0.9,0.66,61,-10,12,11,1.09,0.97,66.70%,12.70%,76,38,17,6,0,0,73,2,7,8,0,0,https://www.hltv.org/stats/players/individual/735/Dosia?event=2027
Dosia,735;2062,735,2062,52,67,0.78,0.57,39,-15,8,10,0.8,0.92,50.00%,10.00%,52,29,7,3,0,0,34,2,4,11,0,1,https://www.hltv.org/stats/players/individual/735/Dosia?event=2062
Dosia,735;2471,735,2471,103,119,0.87,0.61,75,-16,14,12,1.17,0.96,64.30%,10.20%,95,53,17,4,1,0,56,0,22,23,2,1,https://www.hltv.org/stats/players/individual/735/Dosia?event=2471
Dosia,735;2720,735,2720,183,186,0.98,0.64,132,-3,22,26,0.85,0.9,68.20%,9.60%,152,93,28,10,1,0,113,0,39,32,1,0,https://www.hltv.org/stats/players/individual/735/Dosia?event=2720
Dosia,735;3247,735,3247,103,81,1.27,0.8,68,22,18,4,4.5,1.31,83.30%,25.00%,61,41,19,8,0,0,70,1,10,19,3,0,https://www.hltv.org/stats/players/individual/735/Dosia?event=3247
MICHU,7356;4866,7356,4866,79,81,0.98,0.67,56,-2,9,12,0.75,0.88,66.70%,14.60%,62,38,14,3,1,0,61,0,0,17,1,0,https://www.hltv.org/stats/players/individual/7356/MICHU?event=4866
Hyper,7368;1617,7368,1617,37,37,1,0.67,28,0,6,7,0.86,1,83.30%,21.70%,27,21,5,2,0,0,29,0,0,8,0,0,https://www.hltv.org/stats/players/individual/13843/Lucky?event=3896
Hyper,7368;1666,7368,1666,33,36,0.92,0.69,21,-3,4,8,0.5,0.81,25.00%,6.20%,27,12,7,1,1,0,29,0,1,3,0,0,https://www.hltv.org/stats/players/individual/13843/Lucky?event=3898
peet,7369;1617,7369,1617,26,34,0.76,0.47,21,-8,3,8,0.38,0.7,100.00%,17.40%,34,17,3,1,0,0,11,5,1,9,0,0,https://www.hltv.org/stats/players/individual/7369/peet?event=1617
peet,7369;1666,7369,1666,31,38,0.82,0.65,17,-7,5,5,1,1.01,20.00%,6.20%,31,9,2,6,0,0,14,12,0,4,1,0,https://www.hltv.org/stats/players/individual/7369/peet?event=1666
Devilwalk,7378;1270,7378,1270,146,153,0.95,0.6,108,-7,14,24,0.58,0.79,85.70%,8.30%,135,75,29,3,1,0,118,0,0,26,2,0,https://www.hltv.org/stats/players/individual/7378/Devilwalk?event=1270
Devilwalk,7378;1333,7378,1333,78,107,0.73,0.48,58,-29,10,14,0.71,0.83,80.00%,9.30%,106,39,18,1,0,0,68,0,1,8,1,0,https://www.hltv.org/stats/players/individual/7378/Devilwalk?event=1333
steel,7382;1611,7382,1611,80,98,0.82,0.53,56,-18,5,16,0.31,0.66,60.00%,4.70%,94,40,10,6,0,0,62,1,2,12,1,2,https://www.hltv.org/stats/players/individual/7382/steel?event=1611
steel,7382;1617,7382,1617,65,73,0.89,0.57,46,-8,6,12,0.5,0.75,50.00%,5.10%,69,32,11,1,2,0,46,1,3,15,0,0,https://www.hltv.org/stats/players/individual/7382/steel?event=1617
steel,7382;1666,7382,1666,68,104,0.65,0.46,55,-36,6,10,0.6,0.76,83.30%,6.80%,93,43,11,1,0,0,52,0,3,13,0,0,https://www.hltv.org/stats/players/individual/7382/steel?event=1666
steel,7382;2720,7382,2720,237,221,1.07,0.7,157,16,28,34,0.82,0.91,75.00%,10.90%,184,96,44,15,2,0,186,1,9,38,2,1,https://www.hltv.org/stats/players/individual/7382/steel?event=2720
zqkS,7383;1611,7383,1611,77,118,0.65,0.51,57,-41,20,18,1.11,1.13,80.00%,25.00%,93,42,12,3,0,0,23,32,1,20,1,0,https://www.hltv.org/stats/players/individual/7383/zqkS?event=1611
ScreaM,7390;1270,7390,1270,138,149,0.93,0.62,95,-11,22,21,1.05,1,81.80%,15.40%,127,61,27,6,1,0,110,2,0,25,1,0,https://www.hltv.org/stats/players/individual/7390/ScreaM?event=1270
ScreaM,7390;1333,7390,1333,55,43,1.28,0.74,37,12,7,7,1,0.98,42.90%,8.10%,37,24,10,2,1,0,49,0,0,5,1,0,https://www.hltv.org/stats/players/individual/7390/ScreaM?event=1333
ScreaM,7390;1444,7390,1444,47,53,0.89,0.64,32,-6,2,5,0.4,0.69,0.00%,0.00%,42,20,9,3,0,0,38,0,0,9,0,0,https://www.hltv.org/stats/players/individual/7390/ScreaM?event=1444
ScreaM,7390;1617,7390,1617,56,76,0.74,0.57,40,-20,2,5,0.4,0.68,100.00%,5.30%,59,28,9,2,1,0,43,0,2,11,0,0,https://www.hltv.org/stats/players/individual/7390/ScreaM?event=1617
ScreaM,7390;1666,7390,1666,94,89,1.06,0.75,68,5,16,10,1.6,1.17,50.00%,15.40%,58,47,16,5,0,0,73,0,0,20,1,0,https://www.hltv.org/stats/players/individual/7390/ScreaM?event=1666
ScreaM,7390;2027,7390,2027,74,80,0.93,0.68,57,-6,11,4,2.75,1.11,72.70%,16.30%,52,43,11,3,0,0,58,0,0,16,0,0,https://www.hltv.org/stats/players/individual/7390/ScreaM?event=2027
ScreaM,7390;2062,7390,2062,42,41,1.02,0.75,26,1,5,6,0.83,0.93,100.00%,20.80%,30,13,10,3,0,0,32,0,0,10,0,0,https://www.hltv.org/stats/players/individual/7390/ScreaM?event=2062
ScreaM,7390;2471,7390,2471,52,68,0.76,0.51,36,-16,3,4,0.75,0.75,33.30%,2.30%,66,25,7,3,1,0,42,0,0,10,1,0,https://www.hltv.org/stats/players/individual/7390/ScreaM?event=2471
Uzzziii,7391;1270,7391,1270,95,120,0.79,0.59,60,-25,15,36,0.42,0.76,100.00%,18.80%,102,33,19,8,0,0,72,0,0,23,0,0,https://www.hltv.org/stats/players/individual/7391/Uzzziii?event=1270
Uzzziii,7391;1333,7391,1333,58,101,0.57,0.47,40,-43,12,24,0.5,0.83,50.00%,12.00%,84,27,8,5,0,0,46,0,0,12,0,0,https://www.hltv.org/stats/players/individual/7391/Uzzziii?event=1333
Uzzziii,7391;1444,7391,1444,98,121,0.81,0.54,71,-23,8,25,0.32,0.66,75.00%,6.00%,111,51,15,4,0,1,74,0,1,22,1,0,https://www.hltv.org/stats/players/individual/7391/Uzzziii?event=1444
dupreeh,7398;1270,7398,1270,92,86,1.07,0.76,63,6,19,19,1,1.19,89.50%,25.80%,58,41,15,7,0,0,79,0,0,13,0,0,https://www.hltv.org/stats/players/individual/7398/dupreeh?event=1270
dupreeh,7398;1333,7398,1333,106,95,1.12,0.75,74,11,19,11,1.73,1.21,73.70%,18.70%,67,46,24,4,0,0,80,0,3,22,1,0,https://www.hltv.org/stats/players/individual/7398/dupreeh?event=1333
dupreeh,7398;1444,7398,1444,145,124,1.17,0.81,95,21,25,14,1.79,1.24,72.00%,17.50%,83,58,26,10,1,0,118,5,0,20,2,0,https://www.hltv.org/stats/players/individual/7398/dupreeh?event=1444
dupreeh,7398;1553,7398,1553,73,65,1.12,0.76,51,8,11,14,0.79,1,54.50%,12.50%,45,31,18,2,0,0,49,0,0,23,1,0,https://www.hltv.org/stats/players/individual/7398/dupreeh?event=1553
dupreeh,7398;1611,7398,1611,114,107,1.07,0.75,77,7,16,16,1,1.02,81.20%,15.90%,75,48,23,5,1,0,83,0,6,25,0,0,https://www.hltv.org/stats/players/individual/7398/dupreeh?event=1611
dupreeh,7398;1617,7398,1617,77,64,1.2,0.82,48,13,15,8,1.88,1.32,66.70%,20.00%,46,27,14,6,1,0,44,6,13,13,1,0,https://www.hltv.org/stats/players/individual/7398/dupreeh?event=1617
dupreeh,7398;1666,7398,1666,122,100,1.22,0.72,87,22,18,16,1.12,1.04,77.80%,13.90%,82,58,23,6,0,0,87,0,8,26,1,0,https://www.hltv.org/stats/players/individual/7398/dupreeh?event=1666
dupreeh,7398;2027,7398,2027,113,93,1.22,0.76,82,20,27,13,2.08,1.43,59.30%,19.30%,67,55,24,2,1,0,86,1,2,22,1,2,https://www.hltv.org/stats/players/individual/7398/dupreeh?event=2027
dupreeh,7398;2062,7398,2062,33,40,0.82,0.66,24,-7,9,7,1.29,1.33,66.70%,27.30%,26,19,2,2,1,0,22,0,0,11,0,0,https://www.hltv.org/stats/players/individual/7398/dupreeh?event=2062
dupreeh,7398;2471,7398,2471,246,239,1.03,0.7,170,7,34,33,1.03,1,73.50%,12.80%,179,109,50,7,4,0,174,3,23,43,2,1,https://www.hltv.org/stats/players/individual/7398/dupreeh?event=2471
dupreeh,7398;2720,7398,2720,186,164,1.13,0.78,127,22,40,20,2,1.36,72.50%,22.50%,113,83,31,11,2,0,130,2,15,39,0,1,https://www.hltv.org/stats/players/individual/7398/dupreeh?event=2720
dupreeh,7398;3247,7398,3247,63,70,0.9,0.67,45,-7,19,9,2.11,1.52,57.90%,34.40%,49,31,10,4,0,0,23,30,0,10,0,1,https://www.hltv.org/stats/players/individual/7398/dupreeh?event=3247
dupreeh,7398;3564,7398,3564,190,149,1.28,0.75,130,41,33,14,2.36,1.23,78.80%,16.40%,122,83,36,9,2,0,118,15,15,37,4,1,https://www.hltv.org/stats/players/individual/7398/dupreeh?event=3564
dupreeh,7398;3883,7398,3883,204,161,1.27,0.77,136,43,39,27,1.44,1.23,82.10%,18.10%,129,81,45,7,3,0,150,12,15,26,0,2,https://www.hltv.org/stats/players/individual/7398/dupreeh?event=3883
dupreeh,7398;4443,7398,4443,262,225,1.16,0.69,180,37,39,30,1.3,1.05,79.50%,14.00%,202,117,47,13,3,0,183,35,18,25,2,1,https://www.hltv.org/stats/players/individual/7398/dupreeh?event=4443
dupreeh,7398;4866,7398,4866,96,103,0.93,0.64,64,-7,11,8,1.38,0.94,63.60%,11.10%,87,39,18,7,0,0,63,8,4,21,1,1,https://www.hltv.org/stats/players/individual/7398/dupreeh?event=4866
dupreeh,7398;6793,7398,6793,175,164,1.07,0.63,122,11,28,32,0.88,0.98,64.30%,11.20%,155,78,35,9,0,0,139,1,8,26,1,1,https://www.hltv.org/stats/players/individual/7398/dupreeh?event=6793
WorldEdit,7403;1444,7403,1444,22,35,0.63,0.49,18,-13,4,6,0.67,0.89,50.00%,15.40%,27,15,2,1,0,0,4,9,0,9,0,0,https://www.hltv.org/stats/players/individual/7403/WorldEdit?event=1444
WorldEdit,7403;1611,7403,1611,13,35,0.37,0.36,8,-22,2,7,0.29,0.62,0.00%,0.00%,28,5,1,2,0,0,2,4,0,7,0,0,https://www.hltv.org/stats/players/individual/7403/WorldEdit?event=1611
WorldEdit,7403;1617,7403,1617,45,39,1.15,0.98,28,6,9,6,1.5,1.43,44.40%,28.60%,18,15,10,2,1,0,14,22,0,9,0,0,https://www.hltv.org/stats/players/individual/7403/WorldEdit?event=1617
WorldEdit,7403;1666,7403,1666,36,64,0.56,0.4,29,-28,3,10,0.3,0.65,100.00%,8.10%,60,23,5,1,0,0,28,0,0,8,0,0,https://www.hltv.org/stats/players/individual/7403/WorldEdit?event=1666
WorldEdit,7403;2027,7403,2027,64,65,0.98,0.67,47,-1,11,7,1.57,1.12,54.50%,13.30%,48,33,12,1,1,0,18,33,2,8,3,0,https://www.hltv.org/stats/players/individual/7403/WorldEdit?event=2027
WorldEdit,7403;2062,7403,2062,142,122,1.16,0.76,88,20,29,19,1.53,1.28,65.50%,20.40%,98,46,32,8,2,0,14,86,12,30,0,0,https://www.hltv.org/stats/players/individual/7403/WorldEdit?event=2062
WorldEdit,7403;2471,7403,2471,48,64,0.75,0.57,35,-16,11,5,2.2,1.22,63.60%,19.40%,49,24,9,2,0,0,9,21,3,14,1,0,https://www.hltv.org/stats/players/individual/7403/WorldEdit?event=2471
WorldEdit,7403;2720,7403,2720,81,94,0.86,0.62,59,-13,11,9,1.22,0.97,90.90%,16.90%,71,40,16,3,0,0,18,39,5,17,2,0,https://www.hltv.org/stats/players/individual/7403/WorldEdit?event=2720
ub1que,7405;1444,7405,1444,20,39,0.51,0.44,16,-19,3,3,1,0.89,33.30%,7.70%,29,12,4,0,0,0,14,1,0,5,0,0,https://www.hltv.org/stats/players/individual/7405/ub1que?event=1444
gla1ve,7412;1270,7412,1270,37,45,0.82,0.55,27,-8,4,4,1,0.87,80.00%,13.30%,40,20,5,1,1,0,29,0,0,8,0,0,https://www.hltv.org/stats/players/individual/7412/gla1ve?event=1270
gla1ve,7412;1333,7412,1333,59,52,1.13,0.81,38,7,8,7,1.14,1.05,62.50%,15.20%,35,24,9,3,2,0,44,0,2,12,1,0,https://www.hltv.org/stats/players/individual/7412/gla1ve?event=1333
gla1ve,7412;1444,7412,1444,52,53,0.98,0.66,34,-1,7,4,1.75,1.03,85.70%,15.40%,45,20,11,2,1,0,33,6,0,13,0,0,https://www.hltv.org/stats/players/individual/7412/gla1ve?event=1444
gla1ve,7412;1553,7412,1553,24,38,0.63,0.5,18,-14,3,9,0.33,0.67,33.30%,6.20%,30,13,4,1,0,0,13,2,0,9,0,0,https://www.hltv.org/stats/players/individual/7412/gla1ve?event=1553
gla1ve,7412;2062,7412,2062,157,150,1.05,0.74,100,7,19,23,0.83,0.94,63.20%,11.80%,111,58,28,13,1,0,116,2,7,29,3,0,https://www.hltv.org/stats/players/individual/7412/gla1ve?event=2062
gla1ve,7412;2471,7412,2471,240,222,1.08,0.69,160,18,26,29,0.9,0.9,76.90%,10.20%,189,99,45,13,3,0,173,0,35,31,2,0,https://www.hltv.org/stats/players/individual/7412/gla1ve?event=2471
gla1ve,7412;2720,7412,2720,141,149,0.95,0.59,103,-8,20,19,1.05,0.95,75.00%,11.60%,137,70,29,3,1,0,103,3,12,21,3,0,https://www.hltv.org/stats/players/individual/7412/gla1ve?event=2720
gla1ve,7412;3247,7412,3247,49,71,0.69,0.52,36,-22,6,12,0.5,0.77,50.00%,9.40%,58,25,9,2,0,0,30,0,3,15,1,0,https://www.hltv.org/stats/players/individual/7412/gla1ve?event=3247
gla1ve,7412;3564,7412,3564,174,148,1.18,0.69,119,26,30,19,1.58,1.14,83.30%,15.70%,133,76,34,6,3,0,118,4,20,27,6,0,https://www.hltv.org/stats/players/individual/7412/gla1ve?event=3564
gla1ve,7412;3883,7412,3883,165,156,1.06,0.62,115,9,26,30,0.87,0.97,80.80%,11.90%,150,76,29,9,1,0,119,2,17,21,6,0,https://www.hltv.org/stats/players/individual/7412/gla1ve?event=3883
gla1ve,7412;4443,7412,4443,218,260,0.84,0.57,152,-42,43,61,0.7,0.96,81.40%,15.80%,230,102,36,12,2,0,172,3,15,23,5,0,https://www.hltv.org/stats/players/individual/7412/gla1ve?event=4443
gla1ve,7412;4866,7412,4866,89,113,0.79,0.59,60,-24,20,25,0.8,1.05,55.00%,17.50%,91,39,15,5,0,1,60,4,9,16,0,0,https://www.hltv.org/stats/players/individual/7412/gla1ve?event=4866
Nico,7413;1270,7413,1270,89,69,1.29,0.74,60,20,14,5,2.8,1.18,71.40%,15.20%,61,39,15,5,1,0,21,47,0,18,3,0,https://www.hltv.org/stats/players/individual/13843/Lucky?event=3908
Nico,7413;1444,7413,1444,47,44,1.07,0.59,34,3,7,6,1.17,0.98,71.40%,12.80%,45,23,9,2,0,0,8,24,0,14,0,1,https://www.hltv.org/stats/players/individual/13843/Lucky?event=3902
smF,7414;1270,7414,1270,42,49,0.86,0.56,31,-7,6,4,1.5,0.98,100.00%,15.00%,44,24,4,2,1,0,33,0,0,9,0,0,https://www.hltv.org/stats/players/individual/7414/smF?event=1270
smF,7414;1333,7414,1333,50,51,0.98,0.68,31,-1,5,5,1,0.89,60.00%,10.00%,43,17,10,3,1,0,41,0,0,7,1,1,https://www.hltv.org/stats/players/individual/7414/smF?event=1333
smF,7414;1553,7414,1553,21,40,0.53,0.47,18,-19,5,4,1.25,1.07,60.00%,23.10%,27,16,1,1,0,0,12,0,0,8,0,1,https://www.hltv.org/stats/players/individual/7414/smF?event=1553
HUNDEN,7415;1553,7415,1553,23,37,0.62,0.51,17,-14,4,9,0.44,0.78,25.00%,7.70%,28,11,6,0,0,0,16,0,0,7,0,0,https://www.hltv.org/stats/players/individual/7415/HUNDEN?event=1553
Happy,7429;1270,7429,1270,116,106,1.09,0.72,74,10,4,8,0.5,0.71,100.00%,5.00%,88,43,22,7,2,0,87,3,3,20,3,0,https://www.hltv.org/stats/players/individual/7429/Happy?event=1270
Happy,7429;1333,7429,1333,95,93,1.02,0.77,64,2,6,5,1.2,0.84,66.70%,8.00%,60,37,23,4,0,0,68,0,0,24,3,0,https://www.hltv.org/stats/players/individual/7429/Happy?event=1333
Happy,7429;1444,7429,1444,151,116,1.3,0.83,102,35,18,10,1.8,1.07,88.90%,16.00%,80,66,25,11,0,0,122,4,0,20,5,0,https://www.hltv.org/stats/players/individual/7429/Happy?event=1444
Happy,7429;1553,7429,1553,189,144,1.31,0.81,127,45,22,9,2.44,1.07,77.30%,13.40%,107,78,38,10,1,0,116,21,0,50,1,1,https://www.hltv.org/stats/players/individual/7429/Happy?event=1553
Happy,7429;1611,7429,1611,130,129,1.01,0.71,89,1,15,16,0.94,0.93,80.00%,12.40%,93,59,22,6,2,0,80,14,0,34,2,0,https://www.hltv.org/stats/players/individual/7429/Happy?event=1611
