name,idevent,Player ID,event_ID,Kills,Deaths,Kill / Death,Kill / Round,Rounds with kills,Kill - Death difference,Total opening kills,Total opening deaths,Opening kill ratio,Opening kill rating,Team win percent after first kill,First kill in won rounds,0 kill rounds,1 kill rounds,2 kill rounds,3 kill rounds,4 kill rounds,5 kill rounds,Rifle kills,Sniper kills,SMG kills,Pistol kills,Grenade,Other,Event link
byali,5386;2471,5386,2471,201,213,0.94,0.64,139,-12,26,22,1.18,0.96,69.20%,10.50%,177,88,41,9,1,0,153,0,19,29,2,1,https://www.hltv.org/stats/players/individual/5386/byali?event=2471
byali,5386;2720,5386,2720,163,142,1.15,0.72,105,21,19,13,1.46,0.99,89.50%,14.00%,122,63,28,12,2,0,127,0,5,30,1,0,https://www.hltv.org/stats/players/individual/5386/byali?event=2720
byali,5386;3247,5386,3247,32,59,0.54,0.5,26,-27,4,6,0.67,0.82,50.00%,12.50%,38,20,6,0,0,0,20,0,2,10,0,0,https://www.hltv.org/stats/players/individual/5386/byali?event=3247
rallen,5388;1553,5388,1553,57,57,1,0.73,34,0,9,6,1.5,1.12,44.40%,12.10%,44,16,13,5,0,0,44,3,0,10,0,0,https://www.hltv.org/stats/players/individual/5388/rallen?event=1553
rallen,5388;1617,5388,1617,31,41,0.76,0.56,23,-10,6,3,2,1.12,66.70%,17.40%,32,16,6,1,0,0,18,3,0,7,2,1,https://www.hltv.org/stats/players/individual/5388/rallen?event=1617
rallen,5388;1666,5388,1666,23,39,0.59,0.48,18,-16,4,4,1,0.94,100.00%,25.00%,30,15,1,2,0,0,16,1,0,5,1,0,https://www.hltv.org/stats/players/individual/5388/rallen?event=1666
rallen,5388;6793,5388,6793,174,171,1.02,0.66,121,3,13,22,0.59,0.77,76.90%,7.40%,144,80,30,10,1,0,124,1,17,29,3,0,https://www.hltv.org/stats/players/individual/5388/rallen?event=6793
MODDII,545;1270,545,1270,14,36,0.39,0.3,9,-22,3,5,0.6,0.81,100.00%,21.40%,37,5,3,1,0,0,10,0,0,2,2,0,https://www.hltv.org/stats/players/individual/545/MODDII?event=1270
suNny,5479;2720,5479,2720,91,81,1.12,0.81,61,10,17,9,1.89,1.29,58.80%,19.60%,52,37,19,4,1,0,72,0,4,13,2,0,https://www.hltv.org/stats/players/individual/5479/suNny?event=2720
suNny,5479;3247,5479,3247,148,122,1.21,0.8,100,26,25,20,1.25,1.16,64.00%,16.20%,84,63,29,6,1,1,116,1,10,19,2,1,https://www.hltv.org/stats/players/individual/5479/suNny?event=3247
suNny,5479;3564,5479,3564,51,49,1.04,0.69,34,2,10,5,2,1.23,50.00%,19.20%,40,22,8,3,1,0,37,3,0,11,0,0,https://www.hltv.org/stats/players/individual/5479/suNny?event=3564
fnx,557;2027,557,2027,197,161,1.22,0.75,140,36,20,22,0.91,0.91,90.00%,11.70%,122,96,32,11,1,0,159,0,5,30,2,1,https://www.hltv.org/stats/players/individual/557/fnx?event=2027
fnx,557;2062,557,2062,174,143,1.22,0.73,122,31,24,23,1.04,1.01,75.00%,12.20%,116,81,31,9,1,0,131,1,4,34,3,1,https://www.hltv.org/stats/players/individual/557/fnx?event=2062
fnx,557;6372,557,6372,126,171,0.74,0.48,95,-45,17,22,0.77,0.85,64.70%,8.80%,169,71,17,7,0,0,106,8,3,8,1,2,https://www.hltv.org/stats/players/individual/557/fnx?event=6372
kNgV-,5736;2720,5736,2720,265,241,1.1,0.78,177,24,46,36,1.28,1.17,78.30%,18.80%,164,118,36,17,6,0,111,82,17,51,3,1,https://www.hltv.org/stats/players/individual/5736/kNgV-?event=2720
tabseN,5794;1333,5794,1333,16,38,0.42,0.35,14,-22,3,7,0.43,0.74,33.30%,7.10%,32,12,2,0,0,0,7,0,0,9,0,0,https://www.hltv.org/stats/players/individual/5794/tabseN?event=1333
tabseN,5794;2720,5794,2720,143,114,1.25,0.84,89,29,29,27,1.07,1.25,65.50%,21.60%,81,52,23,11,3,0,89,3,18,29,2,2,https://www.hltv.org/stats/players/individual/5794/tabseN?event=2720
tabseN,5794;3247,5794,3247,63,68,0.93,0.7,42,-5,14,13,1.08,1.2,50.00%,23.30%,48,27,11,2,2,0,41,5,0,15,2,0,https://www.hltv.org/stats/players/individual/5794/tabseN?event=3247
tabseN,5794;3564,5794,3564,96,93,1.03,0.72,60,3,14,10,1.4,1.07,85.70%,18.80%,73,31,22,7,0,0,42,22,7,22,3,0,https://www.hltv.org/stats/players/individual/5794/tabseN?event=3564
tabseN,5794;3883,5794,3883,87,97,0.9,0.65,59,-10,19,17,1.12,1.17,52.60%,15.60%,74,38,15,5,1,0,28,32,6,21,0,0,https://www.hltv.org/stats/players/individual/5794/tabseN?event=3883
tabseN,5794;6586,5794,6586,109,152,0.72,0.53,82,-43,13,28,0.46,0.76,38.50%,5.50%,123,58,22,1,1,0,86,2,2,18,1,1,https://www.hltv.org/stats/players/individual/5794/tabseN?event=6586
tiziaN,5796;1333,5796,1333,20,39,0.51,0.43,16,-19,3,5,0.6,0.81,66.70%,14.30%,30,12,4,0,0,0,15,0,0,5,0,0,https://www.hltv.org/stats/players/individual/5796/tiziaN?event=1333
tiziaN,5796;3564,5796,3564,75,87,0.86,0.56,54,-12,11,16,0.69,0.88,54.50%,9.40%,79,38,13,1,2,0,51,0,5,18,1,1,https://www.hltv.org/stats/players/individual/5796/tiziaN?event=3564
tiziaN,5796;3883,5796,3883,84,90,0.93,0.63,54,-6,12,12,1,0.97,58.30%,10.90%,79,32,15,6,1,0,61,1,11,8,3,0,https://www.hltv.org/stats/players/individual/5796/tiziaN?event=3883
tiziaN,5796;6372,5796,6372,90,127,0.71,0.5,67,-37,13,13,1,0.91,38.50%,6.10%,112,48,16,2,1,0,74,0,3,13,0,0,https://www.hltv.org/stats/players/individual/5796/tiziaN?event=6372
keev,5799;2720,5799,2720,109,108,1.01,0.64,78,1,23,15,1.53,1.2,78.30%,20.50%,92,54,19,3,2,0,6,65,14,21,1,2,https://www.hltv.org/stats/players/individual/5799/keev?event=2720
keev,5799;3247,5799,3247,46,69,0.67,0.51,32,-23,13,8,1.62,1.24,69.20%,30.00%,58,20,11,0,1,0,5,31,3,7,0,0,https://www.hltv.org/stats/players/individual/5799/keev?event=3247
fox,629;1617,629,1617,206,191,1.08,0.72,134,15,41,31,1.32,1.2,73.80%,20.90%,153,83,34,13,4,0,85,72,7,40,2,0,https://www.hltv.org/stats/players/individual/629/fox?event=1617
fox,629;1666,629,1666,60,88,0.68,0.48,44,-28,6,10,0.6,0.77,83.30%,9.60%,82,32,9,2,1,0,45,4,1,10,0,0,https://www.hltv.org/stats/players/individual/629/fox?event=1666
fox,629;2027,629,2027,61,65,0.94,0.65,45,-4,10,8,1.25,1.06,80.00%,18.60%,49,31,12,2,0,0,17,30,7,6,1,0,https://www.hltv.org/stats/players/individual/629/fox?event=2027
fox,629;2062,629,2062,56,76,0.74,0.56,38,-20,6,13,0.46,0.75,50.00%,7.90%,62,23,12,3,0,0,8,32,0,15,1,0,https://www.hltv.org/stats/players/individual/629/fox?event=2062
fox,629;2471,629,2471,158,148,1.07,0.65,111,10,27,34,0.79,0.99,66.70%,14.20%,132,72,31,8,0,0,92,26,14,25,1,0,https://www.hltv.org/stats/players/individual/629/fox?event=2471
FNS,6451;1611,6451,1611,43,51,0.84,0.56,31,-8,5,11,0.45,0.75,80.00%,12.90%,46,23,6,1,1,0,31,1,0,10,1,0,https://www.hltv.org/stats/players/individual/6451/FNS?event=1611
FNS,6451;1617,6451,1617,89,95,0.94,0.67,63,-6,10,18,0.56,0.82,50.00%,8.20%,70,40,20,3,0,0,59,0,3,24,0,3,https://www.hltv.org/stats/players/individual/6451/FNS?event=1617
FNS,6451;1666,6451,1666,54,63,0.86,0.61,41,-9,6,11,0.55,0.8,50.00%,7.00%,48,30,9,2,0,0,33,0,4,16,1,0,https://www.hltv.org/stats/players/individual/6451/FNS?event=1666
arya,6453;2027,6453,2027,21,32,0.66,0.53,18,-11,7,7,1,1.25,42.90%,37.50%,22,15,3,0,0,0,5,5,1,10,0,0,https://www.hltv.org/stats/players/individual/6453/arya?event=2027
zews,6608;3247,6608,3247,48,72,0.67,0.49,31,-24,4,14,0.29,0.63,75.00%,6.70%,67,20,7,2,2,0,25,0,5,18,0,0,https://www.hltv.org/stats/players/individual/6608/zews?event=3247
zews,6608;4443,6608,4443,46,92,0.5,0.39,35,-46,4,8,0.5,0.72,50.00%,4.70%,84,26,8,0,1,0,27,6,1,12,0,0,https://www.hltv.org/stats/players/individual/6608/zews?event=4443
STYKO,6904;2471,6904,2471,49,63,0.78,0.61,30,-14,9,9,1,1.04,55.60%,17.20%,50,21,2,4,3,0,37,1,3,8,0,0,https://www.hltv.org/stats/players/individual/6904/STYKO?event=2471
STYKO,6904;3247,6904,3247,108,122,0.89,0.59,75,-14,11,16,0.69,0.82,81.80%,9.10%,109,52,14,8,1,0,77,1,13,15,2,0,https://www.hltv.org/stats/players/individual/6904/STYKO?event=3247
STYKO,6904;3564,6904,3564,91,96,0.95,0.69,68,-5,17,12,1.42,1.16,76.50%,22.40%,63,47,19,2,0,0,60,2,6,23,0,0,https://www.hltv.org/stats/players/individual/6904/STYKO?event=3564
STYKO,6904;6793,6904,6793,189,216,0.88,0.62,133,-27,28,32,0.88,0.95,60.70%,11.10%,170,89,33,10,1,0,140,1,9,34,5,0,https://www.hltv.org/stats/players/individual/6904/STYKO?event=6793
allu,695;1611,695,1611,165,159,1.04,0.64,113,6,32,17,1.88,1.18,75.00%,16.80%,143,74,29,8,2,0,46,81,2,33,1,2,https://www.hltv.org/stats/players/individual/695/allu?event=1611
allu,695;1617,695,1617,128,135,0.95,0.66,86,-7,17,15,1.13,0.98,94.10%,15.70%,108,53,26,5,2,0,14,78,3,30,3,0,https://www.hltv.org/stats/players/individual/695/allu?event=1617
allu,695;1666,695,1666,90,74,1.22,0.75,59,16,13,5,2.6,1.14,53.80%,13.00%,61,36,16,6,1,0,27,38,4,20,1,0,https://www.hltv.org/stats/players/individual/695/allu?event=1666
allu,695;2471,695,2471,163,142,1.15,0.74,113,21,18,16,1.12,0.95,61.10%,10.10%,108,73,30,10,0,0,58,62,10,32,1,0,https://www.hltv.org/stats/players/individual/695/allu?event=2471
allu,695;2720,695,2720,59,63,0.94,0.7,37,-4,6,12,0.5,0.79,66.70%,12.10%,47,19,14,4,0,0,10,30,3,14,2,0,https://www.hltv.org/stats/players/individual/695/allu?event=2720
allu,695;3883,695,3883,287,278,1.03,0.66,193,9,50,30,1.67,1.13,72.00%,16.80%,242,121,54,14,4,0,44,183,14,42,3,2,https://www.hltv.org/stats/players/individual/695/allu?event=3883
allu,695;4443,695,4443,120,91,1.32,0.84,74,29,17,6,2.83,1.19,94.10%,19.80%,69,41,22,10,0,1,35,64,5,14,1,1,https://www.hltv.org/stats/players/individual/695/allu?event=4443
Friis,7;1333,7,1333,42,50,0.84,0.57,29,-8,6,4,1.5,0.98,50.00%,10.00%,45,20,5,4,0,0,23,4,3,12,0,0,https://www.hltv.org/stats/players/individual/7/Friis?event=1333
Friis,7;1553,7,1553,24,35,0.69,0.53,19,-11,5,2,2.5,1.15,40.00%,15.40%,26,15,4,0,0,0,8,10,0,6,0,0,https://www.hltv.org/stats/players/individual/7/Friis?event=1553
DD,7026;3564,7026,3564,63,79,0.8,0.64,48,-16,14,9,1.56,1.23,42.90%,16.20%,50,35,11,2,0,0,44,0,5,14,0,0,https://www.hltv.org/stats/players/individual/13843/Lucky?event=3887
natu,713;1611,713,1611,22,38,0.58,0.47,18,-16,3,2,1.5,0.91,66.70%,13.30%,29,14,4,0,0,0,15,0,0,6,0,1,https://www.hltv.org/stats/players/individual/713/natu?event=1611
BnTeT,7131;3564,7131,3564,70,67,1.04,0.71,48,3,6,5,1.2,0.89,66.70%,10.80%,50,31,12,5,0,0,47,2,8,13,0,0,https://www.hltv.org/stats/players/individual/7131/BnTeT?event=3564
Fifflaren,7147;1270,7147,1270,166,165,1.01,0.62,115,1,27,25,1.08,1.01,66.70%,12.20%,154,75,31,8,1,0,97,27,11,29,2,0,https://www.hltv.org/stats/players/individual/7147/Fifflaren?event=1270
Fifflaren,7147;1333,7147,1333,129,128,1.01,0.61,87,1,17,20,0.85,0.91,76.50%,10.20%,124,51,30,6,0,0,78,25,0,24,2,0,https://www.hltv.org/stats/players/individual/7147/Fifflaren?event=1333
Fifflaren,7147;1444,7147,1444,145,217,0.67,0.46,105,-72,30,32,0.94,0.97,76.70%,14.50%,209,74,25,6,0,0,79,35,4,26,1,0,https://www.hltv.org/stats/players/individual/7147/Fifflaren?event=1444
friberg,7148;1270,7148,1270,203,173,1.17,0.75,130,30,35,36,0.97,1.09,60.00%,14.20%,139,74,44,11,1,0,174,1,0,27,1,0,https://www.hltv.org/stats/players/individual/7148/friberg?event=1270
friberg,7148;1333,7148,1333,142,142,1,0.67,92,0,19,27,0.7,0.9,73.70%,11.00%,119,55,27,7,3,0,113,0,0,24,4,1,https://www.hltv.org/stats/players/individual/7148/friberg?event=1333
friberg,7148;1444,7148,1444,241,212,1.14,0.77,146,29,28,33,0.85,0.94,75.00%,13.20%,168,81,43,17,4,1,201,1,0,35,4,0,https://www.hltv.org/stats/players/individual/7148/friberg?event=1444
friberg,7148;1553,7148,1553,203,191,1.06,0.7,129,12,28,30,0.93,0.98,85.70%,14.50%,162,73,44,9,3,0,162,4,4,32,1,0,https://www.hltv.org/stats/players/individual/7148/friberg?event=1553
berg,7442;1553,7442,1553,64,67,0.96,0.75,42,-3,7,13,0.54,0.82,71.40%,12.80%,43,24,14,4,0,0,49,0,0,14,1,0,https://www.hltv.org/stats/players/individual/7148/berg?event=1553
friberg,7148;1611,7148,1611,167,164,1.02,0.65,104,3,21,29,0.72,0.89,71.40%,10.50%,152,55,38,8,3,0,139,1,0,24,3,0,https://www.hltv.org/stats/players/individual/7148/friberg?event=1611
friberg,7148;1617,7148,1617,128,134,0.96,0.66,85,-6,16,19,0.84,0.92,68.80%,10.80%,109,53,22,9,1,0,95,0,3,29,1,0,https://www.hltv.org/stats/players/individual/7148/friberg?event=1617
friberg,7148;1666,7148,1666,61,89,0.69,0.51,43,-28,8,17,0.47,0.76,50.00%,7.40%,77,30,9,3,1,0,47,0,2,12,0,0,https://www.hltv.org/stats/players/individual/7148/friberg?event=1666
friberg,7148;2027,7148,2027,110,128,0.86,0.6,72,-18,14,21,0.67,0.86,71.40%,11.50%,110,41,24,7,0,0,76,0,7,25,3,0,https://www.hltv.org/stats/players/individual/7148/friberg?event=2027
friberg,7148;2062,7148,2062,74,90,0.82,0.6,52,-16,10,20,0.5,0.8,70.00%,12.30%,71,34,15,2,1,0,55,0,2,16,1,0,https://www.hltv.org/stats/players/individual/7148/friberg?event=2062
Pimp,7154;1270,7154,1270,41,48,0.85,0.61,32,-7,8,5,1.6,1.14,75.00%,20.00%,35,25,5,2,0,0,29,0,0,9,3,0,https://www.hltv.org/stats/players/individual/7154/Pimp?event=1270
Pimp,7154;1333,7154,1333,46,50,0.92,0.63,31,-4,6,8,0.75,0.89,66.70%,12.10%,42,19,10,2,0,0,33,0,0,13,0,0,https://www.hltv.org/stats/players/individual/7154/Pimp?event=1333
Pimp,7154;1444,7154,1444,40,52,0.77,0.51,32,-12,6,7,0.86,0.9,66.70%,10.30%,47,26,5,0,1,0,32,0,0,7,1,0,https://www.hltv.org/stats/players/individual/7154/Pimp?event=1444
Pimp,7154;1553,7154,1553,28,40,0.7,0.58,21,-12,6,1,6,1.26,66.70%,25.00%,27,14,7,0,0,0,23,0,0,5,0,0,https://www.hltv.org/stats/players/individual/7154/Pimp?event=1553
Pimp,7154;1617,7154,1617,25,36,0.69,0.48,22,-11,1,3,0.33,0.67,100.00%,5.00%,30,20,1,1,0,0,11,9,0,5,0,0,https://www.hltv.org/stats/players/individual/7154/Pimp?event=1617
Pimp,7154;2471,7154,2471,111,104,1.07,0.72,82,7,13,8,1.62,1,76.90%,13.50%,73,60,16,5,1,0,82,5,7,14,3,0,https://www.hltv.org/stats/players/individual/7154/Pimp?event=2471
MSL,7156;1270,7156,1270,48,60,0.8,0.64,32,-12,9,13,0.69,0.98,88.90%,20.00%,43,20,9,3,0,0,37,0,5,6,0,0,https://www.hltv.org/stats/players/individual/7156/MSL?event=1270
MSL,7156;1333,7156,1333,46,55,0.84,0.63,29,-9,7,9,0.78,0.94,71.40%,15.20%,44,17,8,3,1,0,33,0,1,11,1,0,https://www.hltv.org/stats/players/individual/7156/MSL?event=1333
MSL,7156;1553,7156,1553,31,41,0.76,0.69,20,-10,9,3,3,1.56,44.40%,30.80%,25,12,6,1,1,0,29,0,0,2,0,0,https://www.hltv.org/stats/players/individual/7156/MSL?event=1553
MSL,7156;1617,7156,1617,16,43,0.37,0.31,15,-27,3,12,0.25,0.57,66.70%,10.00%,37,14,1,0,0,0,10,0,1,3,1,1,https://www.hltv.org/stats/players/individual/7156/MSL?event=1617
MSL,7156;2062,7156,2062,73,104,0.7,0.54,52,-31,9,28,0.32,0.65,88.90%,11.30%,84,37,10,4,1,0,57,0,7,9,0,0,https://www.hltv.org/stats/players/individual/7156/MSL?event=2062
MSL,7156;2471,7156,2471,109,171,0.64,0.48,84,-62,27,29,0.93,1.05,70.40%,17.60%,141,62,19,3,0,0,68,2,18,17,3,1,https://www.hltv.org/stats/players/individual/7156/MSL?event=2471
MSL,7156;2720,7156,2720,79,126,0.63,0.47,57,-47,12,26,0.46,0.77,66.70%,9.80%,111,40,13,3,1,0,46,1,16,16,0,0,https://www.hltv.org/stats/players/individual/7156/MSL?event=2720
MSL,7156;3247,7156,3247,50,70,0.71,0.6,39,-20,15,14,1.07,1.28,46.70%,19.40%,45,29,9,1,0,0,36,0,5,9,0,0,https://www.hltv.org/stats/players/individual/7156/MSL?event=3247
Ex6TenZ,7166;1270,7166,1270,133,129,1.03,0.6,93,4,24,19,1.26,1.06,79.20%,16.20%,129,64,19,10,0,0,97,7,0,27,2,0,https://www.hltv.org/stats/players/individual/7166/Ex6TenZ?event=1270
Ex6TenZ,7166;1333,7166,1333,36,46,0.78,0.49,30,-10,3,5,0.6,0.76,66.70%,5.40%,44,25,4,1,0,0,25,1,0,8,2,0,https://www.hltv.org/stats/players/individual/7166/Ex6TenZ?event=1333
Ex6TenZ,7166;1444,7166,1444,43,48,0.9,0.58,30,-5,2,9,0.22,0.6,100.00%,5.70%,44,19,10,0,1,0,30,4,0,7,2,0,https://www.hltv.org/stats/players/individual/7166/Ex6TenZ?event=1444
Ex6TenZ,7166;1611,7166,1611,25,40,0.62,0.5,19,-15,3,8,0.38,0.7,66.70%,11.10%,31,15,3,1,0,0,18,2,0,5,0,0,https://www.hltv.org/stats/players/individual/7166/Ex6TenZ?event=1611
Ex6TenZ,7166;1617,7166,1617,49,72,0.68,0.49,35,-23,11,12,0.92,1.02,72.70%,21.10%,64,24,8,3,0,0,31,2,1,13,2,0,https://www.hltv.org/stats/players/individual/7166/Ex6TenZ?event=1617
Ex6TenZ,7166;1666,7166,1666,32,45,0.71,0.52,25,-13,7,6,1.17,1.08,71.40%,19.20%,36,18,7,0,0,0,24,0,0,8,0,0,https://www.hltv.org/stats/players/individual/7166/Ex6TenZ?event=1666
Ex6TenZ,7166;2027,7166,2027,60,75,0.8,0.55,39,-15,11,15,0.73,0.94,81.80%,18.40%,70,23,13,1,2,0,41,4,3,12,0,0,https://www.hltv.org/stats/players/individual/7166/Ex6TenZ?event=2027
Ex6TenZ,7166;3564,7166,3564,97,144,0.67,0.5,74,-47,16,25,0.64,0.86,68.80%,13.30%,121,53,19,2,0,0,80,1,6,9,1,0,https://www.hltv.org/stats/players/individual/7166/Ex6TenZ?event=3564
kennyS,7167;1270,7167,1270,107,116,0.92,0.66,77,-9,19,13,1.46,1.12,89.50%,21.20%,85,55,16,4,2,0,41,47,0,17,2,0,https://www.hltv.org/stats/players/individual/7167/kennyS?event=1270
kennyS,7167;1333,7167,1333,59,53,1.11,0.75,42,6,10,6,1.67,1.17,90.00%,26.50%,37,27,13,2,0,0,17,31,0,8,3,0,https://www.hltv.org/stats/players/individual/7167/kennyS?event=1333
kennyS,7167;1444,7167,1444,66,49,1.35,0.89,41,17,16,8,2,1.57,75.00%,34.30%,33,24,9,8,0,0,22,36,0,8,0,0,https://www.hltv.org/stats/players/individual/7167/kennyS?event=1444
kennyS,7167;1611,7167,1611,36,39,0.92,0.72,25,-3,2,4,0.5,0.73,100.00%,11.10%,25,15,9,1,0,0,6,18,0,12,0,0,https://www.hltv.org/stats/players/individual/7167/kennyS?event=1611
kennyS,7167;1617,7167,1617,206,140,1.47,0.79,139,66,31,17,1.82,1.15,80.60%,16.00%,122,89,35,13,2,0,45,103,16,36,6,0,https://www.hltv.org/stats/players/individual/7167/kennyS?event=1617
kennyS,7167;1666,7167,1666,156,155,1.01,0.64,117,1,17,15,1.13,0.91,88.20%,11.60%,126,86,23,8,0,0,39,83,5,28,0,1,https://www.hltv.org/stats/players/individual/7167/kennyS?event=1666
kennyS,7167;2027,7167,2027,25,38,0.66,0.47,23,-13,3,5,0.6,0.79,33.30%,4.80%,30,21,2,0,0,0,6,13,0,5,1,0,https://www.hltv.org/stats/players/individual/7167/kennyS?event=2027
kennyS,7167;2062,7167,2062,41,34,1.21,0.8,25,7,6,0,0,1.25,50.00%,15.80%,26,13,8,4,0,0,6,24,0,10,1,0,https://www.hltv.org/stats/players/individual/7167/kennyS?event=2062
kennyS,7167;2471,7167,2471,117,90,1.3,0.83,73,27,11,13,0.85,0.9,90.90%,14.50%,68,41,21,10,1,0,26,52,7,29,4,0,https://www.hltv.org/stats/players/individual/7167/kennyS?event=2471
kennyS,7167;2720,7167,2720,86,95,0.91,0.63,55,-9,13,10,1.3,1.02,61.50%,14.00%,81,31,20,1,3,0,21,47,1,17,0,0,https://www.hltv.org/stats/players/individual/7167/kennyS?event=2720
kennyS,7167;3247,7167,3247,82,68,1.21,0.71,53,14,12,13,0.92,1,91.70%,17.50%,62,30,18,4,1,0,18,46,0,18,0,0,https://www.hltv.org/stats/players/individual/7167/kennyS?event=3247
kennyS,7167;3564,7167,3564,147,136,1.08,0.75,104,11,24,19,1.26,1.12,54.20%,15.70%,91,72,22,9,1,0,23,87,3,30,4,0,https://www.hltv.org/stats/players/individual/7167/kennyS?event=3564
kennyS,7167;3883,7167,3883,94,102,0.92,0.66,68,-8,17,14,1.21,1.1,76.50%,21.00%,74,46,18,4,0,0,14,60,3,16,2,0,https://www.hltv.org/stats/players/individual/7167/kennyS?event=3883
kennyS,7167;4443,7167,4443,157,160,0.98,0.67,97,-3,25,25,1,1.02,68.00%,14.90%,138,54,27,15,1,0,50,82,1,23,1,0,https://www.hltv.org/stats/players/individual/7167/kennyS?event=4443
NBK-,7168;1270,7168,1270,139,150,0.93,0.63,88,-11,23,21,1.1,1.03,65.20%,12.80%,134,49,32,6,1,0,99,2,0,29,3,6,https://www.hltv.org/stats/players/individual/7168/NBK-?event=1270
NBK-,7168;1333,7168,1333,43,50,0.86,0.58,29,-7,7,8,0.88,0.96,71.40%,13.50%,45,17,10,2,0,0,35,2,0,6,0,0,https://www.hltv.org/stats/players/individual/7168/NBK-?event=1333
NBK-,7168;1444,7168,1444,37,50,0.74,0.5,30,-13,1,6,0.17,0.6,100.00%,2.90%,44,23,7,0,0,0,28,0,0,8,1,0,https://www.hltv.org/stats/players/individual/7168/NBK-?event=1444
NBK-,7168;1553,7168,1553,169,150,1.13,0.72,108,19,22,26,0.85,0.95,81.80%,14.20%,126,61,37,8,2,0,120,3,0,43,1,2,https://www.hltv.org/stats/players/individual/7168/NBK-?event=1553
NBK-,7168;1611,7168,1611,132,121,1.09,0.73,85,11,10,22,0.45,0.74,60.00%,6.20%,97,52,23,9,1,0,98,6,6,21,0,1,https://www.hltv.org/stats/players/individual/7168/NBK-?event=1611
NBK-,7168;1617,7168,1617,187,154,1.21,0.72,114,33,17,24,0.71,0.84,58.80%,6.40%,147,59,39,15,0,1,134,9,4,37,2,1,https://www.hltv.org/stats/players/individual/7168/NBK-?event=1617
NBK-,7168;1666,7168,1666,163,154,1.06,0.67,119,9,34,32,1.06,1.15,64.70%,17.10%,124,84,27,7,1,0,114,8,0,33,4,4,https://www.hltv.org/stats/players/individual/7168/NBK-?event=1666
NBK-,7168;2027,7168,2027,30,40,0.75,0.57,19,-10,8,3,2.67,1.33,62.50%,23.80%,34,11,5,3,0,0,23,0,0,7,0,0,https://www.hltv.org/stats/players/individual/7168/NBK-?event=2027
NBK-,7168;2062,7168,2062,26,38,0.68,0.51,19,-12,3,7,0.43,0.73,0.00%,0.00%,32,12,7,0,0,0,17,0,0,9,0,0,https://www.hltv.org/stats/players/individual/7168/NBK-?event=2062
NBK-,7168;2471,7168,2471,102,99,1.03,0.72,68,3,21,16,1.31,1.22,76.20%,23.20%,73,43,17,7,1,0,76,2,2,21,0,1,https://www.hltv.org/stats/players/individual/7168/NBK-?event=2471
NBK-,7168;2720,7168,2720,81,108,0.75,0.6,59,-27,16,20,0.8,1.01,75.00%,21.10%,77,40,17,1,1,0,64,1,2,14,0,0,https://www.hltv.org/stats/players/individual/7168/NBK-?event=2720
NBK-,7168;3247,7168,3247,91,74,1.23,0.79,56,17,11,10,1.1,1,90.90%,15.90%,59,31,18,4,3,0,53,21,1,15,1,0,https://www.hltv.org/stats/players/individual/7168/NBK-?event=3247
NBK-,7168;3883,7168,3883,139,182,0.76,0.56,99,-43,27,29,0.93,1.01,81.50%,18.80%,151,68,25,3,3,0,99,5,5,28,3,0,https://www.hltv.org/stats/players/individual/7168/NBK-?event=3883
NBK-,7168;4443,7168,4443,117,158,0.74,0.53,77,-41,31,27,1.15,1.16,83.90%,22.40%,145,46,24,5,2,0,71,14,9,18,4,1,https://www.hltv.org/stats/players/individual/7168/NBK-?event=4443
RpK,7169;1611,7169,1611,31,37,0.84,0.62,22,-6,3,6,0.5,0.77,66.70%,11.10%,28,15,5,2,0,0,19,0,2,10,0,0,https://www.hltv.org/stats/players/individual/7169/RpK?event=1611
RpK,7169;1617,7169,1617,74,74,1,0.75,46,0,6,16,0.38,0.7,66.70%,10.50%,53,27,13,4,1,1,46,2,6,20,0,0,https://www.hltv.org/stats/players/individual/7169/RpK?event=1617
RpK,7169;1666,7169,1666,34,47,0.72,0.56,24,-13,3,5,0.6,0.78,66.70%,7.70%,37,17,4,3,0,0,18,0,6,10,0,0,https://www.hltv.org/stats/players/individual/7169/RpK?event=1666
RpK,7169;2027,7169,2027,73,76,0.96,0.67,47,-3,8,17,0.47,0.77,50.00%,8.20%,62,27,15,4,1,0,48,1,6,17,1,0,https://www.hltv.org/stats/players/individual/7169/RpK?event=2027
RpK,7169;2062,7169,2062,43,38,1.13,0.77,30,5,6,6,1,1.02,66.70%,16.70%,26,22,3,5,0,0,32,0,0,11,0,0,https://www.hltv.org/stats/players/individual/7169/RpK?event=2062
RpK,7169;2471,7169,2471,80,74,1.08,0.78,49,6,15,8,1.88,1.27,73.30%,25.00%,53,28,11,10,0,0,41,0,13,26,0,0,https://www.hltv.org/stats/players/individual/7169/RpK?event=2471
RpK,7169;3883,7169,3883,143,162,0.88,0.57,99,-19,15,16,0.94,0.86,66.70%,8.50%,151,63,28,8,0,0,117,0,1,23,2,0,https://www.hltv.org/stats/players/individual/7169/RpK?event=3883
RpK,7169;4443,7169,4443,137,151,0.91,0.62,98,-14,17,14,1.21,0.94,64.70%,9.50%,124,69,20,8,1,0,93,0,5,37,2,0,https://www.hltv.org/stats/players/individual/7169/RpK?event=4443
SmithZz,7170;1270,7170,1270,165,151,1.09,0.74,100,14,27,26,1.04,1.08,81.50%,18.80%,122,53,33,10,4,0,93,49,1,21,1,0,https://www.hltv.org/stats/players/individual/7170/SmithZz?event=1270
