name,nationality,team,maps,rounds,KD-diff,KD,rating,event,event_ID,Full name,Player ID,Full link,name,Player ID,event_ID,Kills,Deaths,Kill / Death,Kill / Round,Rounds with kills,Kill - Death difference,Total opening kills,Total opening deaths,Opening kill ratio,Opening kill rating,Team win percent after first kill,First kill in won rounds,0 kill rounds,1 kill rounds,2 kill rounds,3 kill rounds,4 kill rounds,5 kill rounds,Rifle kills,Sniper kills,SMG kills,Pistol kills,Grenade,Other,Event link
EliGE,United States,Liquid,9,245,-34,0.8,0.93,BLAST.tv Paris Major 2023,6793,Jonathan 'EliGE' Jablonowski,8738,https://www.hltv.org/player/8738/elige,EliGE,8738,6973,188,176,1.07,0.71,129,12,36,38,0.95,1.11,52.80%,16.70%,135,85,35,5,2,2,147,4,1,35,2,0,https://www.hltv.org/stats/players/individual/8738/EliGE?event=6973
FASHR,Netherlands,fnatic,9,253,-34,0.81,0.92,BLAST.tv Paris Major 2023,6793,Dion 'FASHR' Derksen,11954,https://www.hltv.org/player/11954/fashr,FASHR,11954,6973,99,136,0.73,0.54,65,-37,23,26,0.88,1.06,73.90%,22.70%,117,44,12,6,2,1,85,0,6,9,0,0,https://www.hltv.org/stats/players/individual/11954/FASHR?event=6973
dycha,Poland,ENCE,5,126,-13,0.86,0.92,BLAST.tv Paris Major 2023,6793,PaweÅ‚ 'dycha' Dycha,16080,https://www.hltv.org/player/16080/dycha,dycha,16080,6973,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,https://www.hltv.org/stats/players/individual/16080/dycha?event=6973
SENER1,Kosovo,Bad News Eagles,6,161,-21,0.81,0.91,BLAST.tv Paris Major 2023,6793,Sener 'SENER1' Mahmuti,15778,https://www.hltv.org/player/15778/sener1,SENER1,15778,6973,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,https://www.hltv.org/stats/players/individual/15778/SENER1?event=6973
Thomas,United Kingdom,Into the Breach,10,265,-39,0.8,0.91,BLAST.tv Paris Major 2023,6793,Thomas 'Thomas' Utting,13018,https://www.hltv.org/player/13018/thomas,Thomas,13018,6973,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,https://www.hltv.org/stats/players/individual/13018/Thomas?event=6973
k0nfig,Denmark,Ninjas in Pyjamas,7,196,-32,0.78,0.91,BLAST.tv Paris Major 2023,6793,Kristian 'k0nfig' Wienecke,9078,https://www.hltv.org/player/9078/k0nfig,k0nfig,9078,6973,210,215,0.98,0.69,145,-5,28,33,0.85,0.95,71.40%,12.80%,160,98,32,12,3,0,171,0,5,33,1,0,https://www.hltv.org/stats/players/individual/9078/k0nfig?event=6973
SunPayus,Spain,ENCE,5,126,-12,0.86,0.91,BLAST.tv Paris Major 2023,6793,Alvaro 'SunPayus' Garcia,19164,https://www.hltv.org/player/19164/sunpayus,SunPayus,19164,6973,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,https://www.hltv.org/stats/players/individual/19164/SunPayus?event=6973
hades,Poland,9INE,4,104,-5,0.93,0.88,BLAST.tv Paris Major 2023,6793,Olek 'hades' Miskiewicz,16848,https://www.hltv.org/player/16848/hades,hades,16848,6973,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,https://www.hltv.org/stats/players/individual/16848/hades?event=6973
arT,Brazil,FURIA,4,94,-16,0.78,0.88,BLAST.tv Paris Major 2023,6793,Andrei 'arT' Piovezan,12521,https://www.hltv.org/player/12521/art,arT,12521,6973,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,https://www.hltv.org/stats/players/individual/12521/arT?event=6973
Keoz,Belgium,GamerLegion,12,306,-54,0.76,0.86,BLAST.tv Paris Major 2023,6793,Nicolas 'Keoz' Dgus,15117,https://www.hltv.org/player/15117/keoz,Keoz,15117,6973,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,https://www.hltv.org/stats/players/individual/15117/Keoz?event=6973
Maden,Montenegro,ENCE,5,126,-21,0.78,0.85,BLAST.tv Paris Major 2023,6793,Pavle 'Maden' BoÅ¡koviÄ‡,11777,https://www.hltv.org/player/11777/maden,Maden,11777,6973,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,https://www.hltv.org/stats/players/individual/11777/Maden?event=6973
karrigan,Denmark,FaZe,13,357,-67,0.74,0.82,BLAST.tv Paris Major 2023,6793,Finn 'karrigan' Andersen,429,https://www.hltv.org/player/429/karrigan,karrigan,429,6973,129,150,0.86,0.55,92,-21,19,28,0.68,0.87,84.20%,11.90%,144,60,27,5,0,0,96,0,8,23,2,0,https://www.hltv.org/stats/players/individual/429/karrigan?event=6973
Kylar,Poland,9INE,4,104,-22,0.72,0.81,BLAST.tv Paris Major 2023,6793,Kacper 'Kylar' Walukiewicz,19114,https://www.hltv.org/player/19114/kylar,Kylar,19114,6973,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,https://www.hltv.org/stats/players/individual/19114/Kylar?event=6973
HooXi,Denmark,G2,7,196,-46,0.66,0.81,BLAST.tv Paris Major 2023,6793,Rasmus 'HooXi' Nielsen,10096,https://www.hltv.org/player/10096/hooxi,HooXi,10096,6973,162,220,0.74,0.49,121,-58,17,47,0.36,0.69,70.60%,7.10%,210,86,30,4,1,0,111,9,22,19,1,1,https://www.hltv.org/stats/players/individual/10096/HooXi?event=6973
yuurih,Brazil,FURIA,4,94,-22,0.68,0.79,BLAST.tv Paris Major 2023,6793,Yuri 'yuurih' Santos,12553,https://www.hltv.org/player/12553/yuurih,yuurih,12553,6973,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,https://www.hltv.org/stats/players/individual/12553/yuurih?event=6973
Snappi,Denmark,ENCE,5,126,-38,0.63,0.78,BLAST.tv Paris Major 2023,6793,Marco 'Snappi' Pfeiffer,922,https://www.hltv.org/player/922/snappi,Snappi,922,6973,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,https://www.hltv.org/stats/players/individual/922/Snappi?event=6973
npl,Ukraine,Natus Vincere,8,212,-51,0.66,0.75,BLAST.tv Paris Major 2023,6793,Andrii 'npl' Kukharskyi,21708,https://www.hltv.org/player/21708/npl,npl,21708,6973,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,https://www.hltv.org/stats/players/individual/21708/npl?event=6973
mynio,Poland,9INE,4,104,-30,0.63,0.74,BLAST.tv Paris Major 2023,6793,Wiktor 'mynio' Kruk,4829,https://www.hltv.org/player/4829/mynio,mynio,4829,6973,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,https://www.hltv.org/stats/players/individual/4829/mynio?event=6973
saffee,Brazil,FURIA,4,94,-19,0.71,0.69,BLAST.tv Paris Major 2023,6793,Rafael 'saffee' Costa,18835,https://www.hltv.org/player/18835/saffee,saffee,18835,6973,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,https://www.hltv.org/stats/players/individual/18835/saffee?event=6973
KEi,Poland,9INE,4,104,-33,0.61,0.68,BLAST.tv Paris Major 2023,6793,Kamil 'KEi' Pietkun,17504,https://www.hltv.org/player/17504/kei,KEi,17504,6973,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,https://www.hltv.org/stats/players/individual/17504/KEi?event=6973
drop,Brazil,FURIA,4,94,-30,0.56,0.61,BLAST.tv Paris Major 2023,6793,AndrÃ© 'drop' Abreu,19750,https://www.hltv.org/player/19750/drop,drop,19750,6973,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,https://www.hltv.org/stats/players/individual/19750/drop?event=6973
sh1ro,Russia,Cloud9,7,191,63,1.66,1.35,IEM Rio Major 2022,6586,Dmitry 'sh1ro' Sokolov,16920,https://www.hltv.org/player/16920/sh1ro,sh1ro,16920,6586,159,96,1.66,0.83,104,63,28,10,2.8,1.31,75.00%,20.60%,87,60,34,9,1,0,38,94,9,17,2,0,https://www.hltv.org/stats/players/individual/16920/sh1ro?event=6586
KSCERATO,Brazil,FURIA,10,259,65,1.45,1.33,IEM Rio Major 2022,6586,Kaike 'KSCERATO' Cerato,15631,https://www.hltv.org/player/15631/kscerato,KSCERATO,15631,6586,210,145,1.45,0.81,129,65,34,17,2,1.21,85.30%,19.60%,130,72,36,18,3,0,168,3,6,26,8,0,https://www.hltv.org/stats/players/individual/15631/KSCERATO?event=6586
Jame,Russia,Outsiders,12,314,98,1.67,1.3,IEM Rio Major 2022,6586,Dzhami 'Jame' Ali,13776,https://www.hltv.org/player/13776/jame,Jame,13776,6586,244,146,1.67,0.78,165,98,41,18,2.28,1.22,78.00%,17.50%,149,105,44,13,3,0,35,171,12,22,4,1,https://www.hltv.org/stats/players/individual/13776/Jame?event=6586
FL1T,Russia,Outsiders,12,314,64,1.35,1.25,IEM Rio Major 2022,6586,Evgenii 'FL1T' Lebedev,12732,https://www.hltv.org/player/12732/fl1t,FL1T,12732,6586,249,185,1.35,0.79,170,64,41,33,1.24,1.14,75.60%,16.90%,144,111,42,15,1,1,211,0,10,23,5,0,https://www.hltv.org/stats/players/individual/12732/FL1T?event=6586
fame,Russia,Outsiders,12,314,63,1.35,1.24,IEM Rio Major 2022,6586,Petr 'fame' Bolyshev,20101,https://www.hltv.org/player/20101/fame,fame,20101,6586,242,179,1.35,0.77,156,63,46,30,1.53,1.24,87.00%,21.90%,158,97,38,15,6,0,206,1,2,30,4,1,https://www.hltv.org/stats/players/individual/20101/fame?event=6586
Zyphon,Denmark,Sprout,6,154,33,1.31,1.2,IEM Rio Major 2022,6586,Rasmus 'Zyphon' Nordfoss,20090,https://www.hltv.org/player/20090/zyphon,Zyphon,20090,6586,141,108,1.31,0.92,83,33,13,13,1,0.95,61.50%,12.30%,71,39,31,12,1,0,113,1,2,22,3,0,https://www.hltv.org/stats/players/individual/20090/Zyphon?event=6586
w0nderful,Ukraine,Spirit,10,269,60,1.41,1.2,IEM Rio Major 2022,6586,Ihor 'w0nderful' Zhdanov,20127,https://www.hltv.org/player/20127/w0nderful,w0nderful,20127,6586,207,147,1.41,0.77,139,60,23,11,2.09,1.03,78.30%,12.80%,130,86,42,7,4,0,57,109,3,32,6,1,https://www.hltv.org/stats/players/individual/20127/w0nderful?event=6586
s1mple,Ukraine,Natus Vincere,10,287,42,1.24,1.18,IEM Rio Major 2022,6586,Oleksandr 's1mple' Kostyliev,7998,https://www.hltv.org/player/7998/s1mple,s1mple,7998,6586,217,175,1.24,0.76,145,42,37,24,1.54,1.17,83.80%,20.30%,142,90,40,13,2,0,80,96,3,36,3,0,https://www.hltv.org/stats/players/individual/7998/s1mple?event=6586
SunPayus,Spain,ENCE,8,200,35,1.3,1.16,IEM Rio Major 2022,6586,Alvaro 'SunPayus' Garcia,19164,https://www.hltv.org/player/19164/sunpayus,SunPayus,19164,6586,153,118,1.3,0.77,102,35,32,11,2.91,1.38,62.50%,21.30%,98,66,23,11,2,0,52,67,7,25,2,2,https://www.hltv.org/stats/players/individual/19164/SunPayus?event=6586
ropz,Estonia,FaZe,5,153,17,1.17,1.15,IEM Rio Major 2022,6586,Robin 'ropz' Kool,11816,https://www.hltv.org/player/11816/ropz,ropz,11816,6586,118,101,1.17,0.77,80,17,26,18,1.44,1.32,65.40%,23.60%,73,47,28,5,0,0,96,1,5,15,1,0,https://www.hltv.org/stats/players/individual/11816/ropz?event=6586
frozen,Slovakia,MOUZ,14,359,49,1.25,1.14,IEM Rio Major 2022,6586,David 'frozen' ÄŒerÅˆanskÃ½,9960,https://www.hltv.org/player/9960/frozen,frozen,9960,6586,242,193,1.25,0.67,159,49,25,27,0.93,0.89,88.00%,12.40%,200,97,43,17,2,0,205,0,1,30,6,3,https://www.hltv.org/stats/players/individual/9960/frozen?event=6586
yuurih,Brazil,FURIA,10,259,34,1.23,1.13,IEM Rio Major 2022,6586,Yuri 'yuurih' Santos,12553,https://www.hltv.org/player/12553/yuurih,yuurih,12553,6586,184,150,1.23,0.71,118,34,20,12,1.67,0.98,55.00%,7.40%,141,71,35,7,3,2,150,0,3,30,1,1,https://www.hltv.org/stats/players/individual/12553/yuurih?event=6586
Twistzz,Canada,FaZe,5,153,15,1.16,1.13,IEM Rio Major 2022,6586,Russel 'Twistzz' Van Dulken,10394,https://www.hltv.org/player/10394/twistzz,Twistzz,10394,6586,107,92,1.16,0.7,67,15,13,14,0.93,0.94,84.60%,15.30%,86,39,19,7,1,1,89,1,0,16,1,0,https://www.hltv.org/stats/players/individual/10394/Twistzz?event=6586
Perfecto,Russia,Natus Vincere,10,287,26,1.15,1.12,IEM Rio Major 2022,6586,Ilya 'Perfecto' Zalutskiy,16947,https://www.hltv.org/player/16947/perfecto,Perfecto,16947,6586,198,172,1.15,0.69,128,26,21,11,1.91,0.97,76.20%,10.50%,159,75,40,9,4,0,149,2,8,33,6,0,https://www.hltv.org/stats/players/individual/16947/Perfecto?event=6586
cadiaN,Denmark,Heroic,14,347,32,1.15,1.12,IEM Rio Major 2022,6586,Casper 'cadiaN' MÃ¸ller,7964,https://www.hltv.org/player/7964/cadian,cadiaN,7964,6586,240,208,1.15,0.69,162,32,42,27,1.56,1.14,85.70%,20.30%,185,99,52,8,2,1,65,110,19,40,5,1,https://www.hltv.org/stats/players/individual/7964/cadiaN?event=6586
Ax1Le,Russia,Cloud9,7,191,2,1.02,1.12,IEM Rio Major 2022,6586,Sergey 'Ax1Le' Rykhtorov,16555,https://www.hltv.org/player/16555/ax1le,Ax1Le,16555,6586,127,125,1.02,0.66,83,2,20,16,1.25,1.05,80.00%,15.70%,108,48,28,5,2,0,96,3,7,22,1,0,https://www.hltv.org/stats/players/individual/16555/Ax1Le?event=6586
Patsi,Russia,Spirit,10,269,-3,0.98,1.1,IEM Rio Major 2022,6586,Robert 'Patsi' Isyanov,19673,https://www.hltv.org/player/19673/patsi,Patsi,19673,6586,188,191,0.98,0.7,132,-3,40,35,1.14,1.19,67.50%,19.10%,137,90,30,10,2,0,148,8,8,23,1,1,https://www.hltv.org/stats/players/individual/19673/Patsi?event=6586
magixx,Russia,Spirit,10,269,10,1.06,1.1,IEM Rio Major 2022,6586,Boris 'magixx' Vorobiev,18317,https://www.hltv.org/player/18317/magixx,magixx,18317,6586,184,174,1.06,0.68,128,10,34,21,1.62,1.17,70.60%,17.00%,141,94,17,12,5,0,134,2,8,38,2,0,https://www.hltv.org/stats/players/individual/18317/magixx?event=6586
electroNic,Russia,Natus Vincere,10,287,9,1.05,1.09,IEM Rio Major 2022,6586,Denis 'electroNic' Sharipov,8918,https://www.hltv.org/player/8918/electronic,electroNic,8918,6586,203,194,1.05,0.71,140,9,40,47,0.85,1.09,77.50%,20.30%,147,83,51,6,0,0,173,0,9,19,3,0,https://www.hltv.org/stats/players/individual/8918/electroNic?event=6586
ZywOo,France,Vitality,5,166,16,1.16,1.08,IEM Rio Major 2022,6586,Mathieu 'ZywOo' Herbaut,11893,https://www.hltv.org/player/11893/zywoo,ZywOo,11893,6586,119,103,1.16,0.72,83,16,15,9,1.67,1.03,60.00%,11.10%,83,54,23,5,1,0,26,66,3,21,3,2,https://www.hltv.org/stats/players/individual/11893/ZywOo?event=6586
HObbit,Kazakhstan,Cloud9,7,191,-4,0.97,1.08,IEM Rio Major 2022,6586,Abay 'HObbit' Khassenov,8528,https://www.hltv.org/player/8528/hobbit,HObbit,8528,6586,133,137,0.97,0.7,85,-4,25,24,1.04,1.11,80.00%,19.60%,106,51,24,6,4,0,100,0,10,20,3,0,https://www.hltv.org/stats/players/individual/8528/HObbit?event=6586
NAF,Canada,Liquid,9,224,13,1.1,1.07,IEM Rio Major 2022,6586,Keith 'NAF' Markovic,8520,https://www.hltv.org/player/8520/naf,nafany,16921,6586,133,129,1.03,0.7,84,4,20,31,0.65,0.92,90.00%,17.60%,107,46,30,6,1,1,110,1,6,14,2,0,https://www.hltv.org/stats/players/individual/16921/nafany?event=6586
nafany,Russia,Cloud9,7,191,4,1.03,1.07,IEM Rio Major 2022,6586,Vladislav 'nafany' Gorshkov,16921,https://www.hltv.org/player/16921/nafany,chopper,7716,6586,186,171,1.09,0.69,134,15,20,26,0.77,0.88,60.00%,8.50%,135,96,25,12,1,0,147,3,12,20,3,1,https://www.hltv.org/stats/players/individual/7716/chopper?event=6586
saffee,Brazil,FURIA,10,259,16,1.1,1.07,IEM Rio Major 2022,6586,Rafael 'saffee' Costa,18835,https://www.hltv.org/player/18835/saffee,n0rb3r7,16612,6586,193,180,1.07,0.61,140,13,16,31,0.52,0.76,75.00%,6.60%,174,99,30,10,1,0,156,1,7,27,2,0,https://www.hltv.org/stats/players/individual/16612/n0rb3r7?event=6586
mezii,United Kingdom,fnatic,7,174,5,1.05,1.07,IEM Rio Major 2022,6586,William 'mezii' Merriman,18462,https://www.hltv.org/player/18462/mezii,hampus,9766,6586,76,74,1.03,0.67,54,2,9,12,0.75,0.89,55.60%,10.00%,60,36,14,4,0,0,58,0,1,14,3,0,https://www.hltv.org/stats/players/individual/9766/hampus?event=6586
drop,Brazil,FURIA,10,259,4,1.02,1.06,IEM Rio Major 2022,6586,AndrÃ© 'drop' Abreu,19750,https://www.hltv.org/player/19750/drop,k1to,12781,6586,134,144,0.93,0.65,87,-10,23,22,1.05,1.05,78.30%,19.80%,118,53,22,11,1,0,104,6,2,19,2,1,https://www.hltv.org/stats/players/individual/12781/k1to?event=6586
chopper,Russia,Spirit,10,269,15,1.09,1.06,IEM Rio Major 2022,6586,Leonid 'chopper' Vishnyakov,7716,https://www.hltv.org/player/7716/chopper,s1ren,18506,6586,164,172,0.95,0.61,114,-8,22,37,0.59,0.85,50.00%,7.80%,155,80,21,10,3,0,125,1,7,30,1,1,https://www.hltv.org/stats/players/individual/18506/s1ren?event=6586
stavn,Denmark,Heroic,14,347,3,1.01,1.06,IEM Rio Major 2022,6586,Martin 'stavn' Lund,10994,https://www.hltv.org/player/10994/stavn,Staehr,20304,6586,100,115,0.87,0.65,67,-15,24,18,1.33,1.25,66.70%,24.60%,87,42,18,6,1,0,75,0,4,14,5,3,https://www.hltv.org/stats/players/individual/20304/Staehr?event=6586
FASHR,Netherlands,fnatic,7,174,3,1.03,1.05,IEM Rio Major 2022,6586,Dion 'FASHR' Derksen,11954,https://www.hltv.org/player/11954/fashr,syrsoN,7266,6586,133,132,1.01,0.65,93,1,23,19,1.21,1.07,69.60%,17.60%,112,64,18,11,0,0,19,79,9,21,5,1,https://www.hltv.org/stats/players/individual/7266/syrsoN?event=6586
dupreeh,Denmark,Vitality,5,166,1,1.01,1.05,IEM Rio Major 2022,6586,Peter 'dupreeh' Rasmussen,7398,https://www.hltv.org/player/7398/dupreeh,valde,9031,6586,122,133,0.92,0.61,82,-11,18,16,1.12,0.98,77.80%,14.90%,118,52,20,10,0,0,100,0,8,13,1,3,https://www.hltv.org/stats/players/individual/9031/valde?event=6586
KRIMZ,Sweden,fnatic,7,174,2,1.02,1.05,IEM Rio Major 2022,6586,Freddy 'KRIMZ' Johansson,7528,https://www.hltv.org/player/7528/krimz,torzsi,18072,6586,205,207,0.99,0.57,142,-2,33,24,1.38,1.01,75.80%,14.00%,217,95,33,12,2,0,56,118,4,28,1,0,https://www.hltv.org/stats/players/individual/18072/torzsi?event=6586
b1t,Ukraine,Natus Vincere,10,287,8,1.05,1.04,IEM Rio Major 2022,6586,Valeriy 'b1t' Vakhovskiy,18987,https://www.hltv.org/player/18987/b1t,s1n,20104,6586,123,146,0.84,0.6,89,-23,25,27,0.93,1.06,72.00%,19.80%,116,59,27,2,1,0,84,1,12,26,0,1,https://www.hltv.org/stats/players/individual/20104/s1n?event=6586
oSee,United States,Liquid,9,224,15,1.11,1.04,IEM Rio Major 2022,6586,Josh 'oSee' Ohm,13249,https://www.hltv.org/player/13249/osee,Krimbo,19899,6586,123,131,0.94,0.6,90,-8,13,12,1.08,0.89,69.20%,9.90%,115,62,23,5,0,0,85,0,5,31,2,0,https://www.hltv.org/stats/players/individual/19899/Krimbo?event=6586
n0rb3r7,Russia,Outsiders,12,314,13,1.07,1.04,IEM Rio Major 2022,6586,David 'n0rb3r7' Danielyan,16612,https://www.hltv.org/player/16612/n0rb3r7,es3tag,8611,6586,71,80,0.89,0.62,50,-9,4,6,0.67,0.75,75.00%,6.00%,64,33,14,2,1,0,55,3,3,9,1,1,https://www.hltv.org/stats/players/individual/8611/es3tag?event=6586
hampus,Sweden,Ninjas in Pyjamas,4,114,2,1.03,1.03,IEM Rio Major 2022,6586,Hampus 'hampus' Poser,9766,https://www.hltv.org/player/9766/hampus,Qikert,13239,6586,149,198,0.75,0.47,119,-49,33,25,1.32,1.06,84.80%,15.30%,195,99,13,5,1,1,118,0,10,19,3,0,https://www.hltv.org/stats/players/individual/13239/Qikert?event=6586
Magisk,Denmark,Vitality,5,166,-11,0.91,1.02,IEM Rio Major 2022,6586,Emil 'Magisk' Reif,9032,https://www.hltv.org/player/9032/magisk,xertioN,20312,6586,207,245,0.84,0.58,143,-38,40,59,0.68,0.95,67.50%,15.20%,216,88,47,7,1,0,162,0,10,32,3,0,https://www.hltv.org/stats/players/individual/20312/xertioN?event=6586
arT,Brazil,FURIA,10,259,-11,0.94,1.02,IEM Rio Major 2022,6586,Andrei 'arT' Piovezan,12521,https://www.hltv.org/player/12521/art,JDC,14929,6586,205,241,0.85,0.57,141,-36,34,38,0.89,0.96,70.60%,13.50%,218,93,36,8,4,0,162,5,9,28,1,4,https://www.hltv.org/stats/players/individual/14929/JDC?event=6586
sdy,Ukraine,Natus Vincere,10,287,-5,0.97,1.01,IEM Rio Major 2022,6586,Viktor 'sdy' Orudzhev,12731,https://www.hltv.org/player/12731/sdy,dexter,9115,6586,218,268,0.81,0.61,158,-50,38,39,0.97,1.01,86.80%,18.50%,201,111,35,11,1,0,161,9,17,25,6,1,https://www.hltv.org/stats/players/individual/9115/dexter?event=6586
sjuush,Denmark,Heroic,14,347,-19,0.92,1.01,IEM Rio Major 2022,6586,Rasmus 'sjuush' Beck,14148,https://www.hltv.org/player/14148/sjuush,interz,15071,6586,86,109,0.79,0.45,67,-23,7,9,0.78,0.77,85.70%,5.90%,124,50,16,0,1,0,60,1,5,18,2,0,https://www.hltv.org/stats/players/individual/15071/interz?event=6586
roeJ,Denmark,fnatic,7,174,-17,0.86,1.01,IEM Rio Major 2022,6586,Fredrik 'roeJ' JÃ¸rgensen,14419,https://www.hltv.org/player/14419/roej,refrezh,10610,6586,79,103,0.77,0.51,56,-24,7,11,0.64,0.77,71.40%,7.70%,98,37,15,4,0,0,62,0,3,14,0,1,https://www.hltv.org/stats/players/individual/10610/refrezh?event=6586
jabbi,Denmark,Heroic,14,347,-7,0.97,1.01,IEM Rio Major 2022,6586,Jakob 'jabbi' Nygaard,17956,https://www.hltv.org/player/17956/jabbi,lauNX,20761,6586,88,116,0.76,0.57,63,-28,16,22,0.73,0.95,62.50%,15.40%,91,44,15,2,2,0,60,4,12,12,0,0,https://www.hltv.org/stats/players/individual/20761/lauNX?event=6586
k1to,Germany,BIG,8,205,-10,0.93,1,IEM Rio Major 2022,6586,Nils 'k1to' Gruhne,12781,https://www.hltv.org/player/12781/k1to,tabseN,5794,6586,109,152,0.72,0.53,82,-43,13,28,0.46,0.76,38.50%,5.50%,123,58,22,1,1,0,86,2,2,18,1,1,https://www.hltv.org/stats/players/individual/5794/tabseN?event=6586
YEKINDAR,Latvia,Liquid,9,224,-8,0.95,1,IEM Rio Major 2022,6586,Mareks 'YEKINDAR' GaÄ¼inskis,13915,https://www.hltv.org/player/13915/yekindar,slaxz-,15370,6586,72,109,0.66,0.47,57,-37,12,18,0.67,0.86,83.30%,15.40%,97,43,13,1,0,0,31,29,2,11,0,0,https://www.hltv.org/stats/players/individual/15370/slaxz-?event=6586
s1ren,Russia,Spirit,10,269,-8,0.95,1,IEM Rio Major 2022,6586,Pavel 's1ren' Ogloblin,18506,https://www.hltv.org/player/18506/s1ren,rain,8183,6372,282,248,1.14,0.77,181,34,74,37,2,1.51,73.00%,26.20%,184,112,44,19,5,1,222,0,9,49,3,2,https://www.hltv.org/stats/players/individual/8183/rain?event=6372
Staehr,Denmark,Sprout,6,154,-15,0.87,1,IEM Rio Major 2022,6586,Victor 'Staehr' Staehr,20304,https://www.hltv.org/player/20304/staehr,b1t,18987,6372,248,193,1.28,0.77,165,55,35,32,1.09,1.04,77.10%,14.90%,159,102,48,10,5,0,193,2,8,39,4,2,https://www.hltv.org/stats/players/individual/18987/b1t?event=6372
nicoodoz,Denmark,fnatic,7,174,-5,0.96,1,IEM Rio Major 2022,6586,Nico 'nicoodoz' Tamjidi,13602,https://www.hltv.org/player/13602/nicoodoz,Spinx,18221,6372,208,164,1.27,0.81,127,44,29,20,1.45,1.1,79.30%,16.80%,130,66,46,11,3,1,166,3,7,30,2,1,https://www.hltv.org/stats/players/individual/18221/Spinx?event=6372
syrsoN,Germany,BIG,8,205,1,1.01,0.99,IEM Rio Major 2022,6586,Florian 'syrsoN' Rische,7266,https://www.hltv.org/player/7266/syrson,s1mple,7998,6372,262,210,1.25,0.81,168,52,46,36,1.28,1.19,76.10%,19.30%,156,99,51,12,5,1,107,106,13,30,5,1,https://www.hltv.org/stats/players/individual/7998/s1mple?event=6372
valde,Denmark,ENCE,8,200,-11,0.92,0.99,IEM Rio Major 2022,6586,Valdemar 'valde' BjÃ¸rn VangsÃ¥,9031,https://www.hltv.org/player/9031/valde,m0NESY,19230,6372,195,150,1.3,0.74,130,45,33,18,1.83,1.18,75.80%,19.10%,134,79,39,10,2,0,42,128,1,24,0,0,https://www.hltv.org/stats/players/individual/19230/m0NESY?event=6372
dycha,Poland,ENCE,8,200,-7,0.95,0.99,IEM Rio Major 2022,6586,PaweÅ‚ 'dycha' Dycha,16080,https://www.hltv.org/player/16080/dycha,stavn,10994,6372,258,219,1.18,0.78,166,39,36,21,1.71,1.1,83.30%,18.20%,166,96,51,16,3,0,202,13,4,38,3,1,https://www.hltv.org/stats/players/individual/10994/stavn?event=6372
torzsi,Hungary,MOUZ,14,359,-2,0.99,0.98,IEM Rio Major 2022,6586,ÃdÃ¡m 'torzsi' TorzsÃ¡s,18072,https://www.hltv.org/player/18072/torzsi,ZywOo,11893,6372,215,173,1.24,0.78,135,42,35,23,1.52,1.16,74.30%,19.50%,142,74,45,13,3,0,73,95,5,38,4,0,https://www.hltv.org/stats/players/individual/11893/ZywOo?event=6372
EliGE,United States,Liquid,9,224,-6,0.96,0.98,IEM Rio Major 2022,6586,Jonathan 'EliGE' Jablonowski,8738,https://www.hltv.org/player/8738/elige,fer,8564,6372,206,172,1.2,0.78,134,34,32,25,1.28,1.11,81.20%,20.80%,130,82,34,16,2,0,175,0,4,26,1,0,https://www.hltv.org/stats/players/individual/8564/fer?event=6372
TeSeS,Denmark,Heroic,14,347,-21,0.91,0.98,IEM Rio Major 2022,6586,RenÃ© 'TeSeS' Madsen,12018,https://www.hltv.org/player/12018/teses,dycha,16080,6372,194,167,1.16,0.75,124,27,28,29,0.97,1.02,71.40%,14.60%,133,70,41,10,3,0,141,5,11,34,3,0,https://www.hltv.org/stats/players/individual/16080/dycha?event=6372
