name,nationality,team,maps,rounds,KD-diff,KD,rating,event,event_ID,Full name,Player ID,Full link,name,Player ID,event_ID,Kills,Deaths,Kill / Death,Kill / Round,Rounds with kills,Kill - Death difference,Total opening kills,Total opening deaths,Opening kill ratio,Opening kill rating,Team win percent after first kill,First kill in won rounds,0 kill rounds,1 kill rounds,2 kill rounds,3 kill rounds,4 kill rounds,5 kill rounds,Rifle kills,Sniper kills,SMG kills,Pistol kills,Grenade,Other,Event link
Spiidi,Germany,MOUZ,4,89,-33,0.49,0.56,ELEAGUE Major 2017,2471,Timo 'Spiidi' Richter,7499,https://www.hltv.org/player/7499/spiidi,markeloff,338,2027,71,66,1.08,0.75,50,5,11,9,1.22,1.09,63.60%,15.60%,45,37,6,6,1,0,54,2,2,10,2,1,https://www.hltv.org/stats/players/individual/338/markeloff?event=2027
coldzera,Brazil,SK,9,238,89,1.72,1.37,ESL One Cologne 2016,2062,Marcelo 'coldzera' David,9216,https://www.hltv.org/player/9216/coldzera,jdm64,8346,2027,138,118,1.17,0.76,86,20,27,24,1.12,1.19,81.50%,24.70%,96,49,26,7,4,0,8,98,13,19,1,0,https://www.hltv.org/stats/players/individual/8346/jdm64?event=2027
device,Denmark,Astralis,7,211,47,1.35,1.28,ESL One Cologne 2016,2062,Nicolai 'device' Reedtz,7592,https://www.hltv.org/player/7592/device,byali,5386,2027,146,133,1.1,0.73,96,13,18,19,0.95,0.96,83.30%,14.90%,103,59,27,7,3,0,110,0,1,31,4,1,https://www.hltv.org/stats/players/individual/5386/byali?event=2027
TACO,Brazil,SK,9,238,45,1.31,1.25,ESL One Cologne 2016,2062,Epitacio 'TACO' de Melo,9217,https://www.hltv.org/player/9217/taco,tarik,8523,2027,139,123,1.13,0.76,91,16,18,18,1,1,66.70%,13.50%,91,53,30,6,2,0,95,17,0,27,1,0,https://www.hltv.org/stats/players/individual/8523/tarik?event=2027
KRIMZ,Sweden,fnatic,8,205,47,1.42,1.22,ESL One Cologne 2016,2062,Freddy 'KRIMZ' Johansson,7528,https://www.hltv.org/player/7528/krimz,cajunb,2469,2027,110,94,1.17,0.74,67,16,11,18,0.61,0.83,81.80%,10.80%,82,34,24,8,1,0,75,13,4,18,1,0,https://www.hltv.org/stats/players/individual/2469/cajunb?event=2027
FalleN,Brazil,SK,9,238,35,1.26,1.19,ESL One Cologne 2016,2062,Gabriel 'FalleN' Toledo,2023,https://www.hltv.org/player/2023/fallen,fer,8564,2027,186,184,1.01,0.71,132,2,42,32,1.31,1.26,81.00%,22.10%,130,90,34,4,4,0,112,0,33,32,1,8,https://www.hltv.org/stats/players/individual/8564/fer?event=2027
mixwell,Spain,OpTic,2,49,4,1.11,1.19,ESL One Cologne 2016,2062,Oscar 'mixwell' CaÃ±ellas,8370,https://www.hltv.org/player/8370/mixwell,Snax,2553,2027,140,135,1.04,0.7,89,5,19,20,0.95,0.98,78.90%,14.90%,110,48,32,8,1,0,58,45,4,30,1,2,https://www.hltv.org/stats/players/individual/2553/Snax?event=2027
fnx,Brazil,SK,9,238,31,1.22,1.19,ESL One Cologne 2016,2062,Lincoln 'fnx' Lau,557,https://www.hltv.org/player/557/fnx,adreN,334,2027,98,98,1,0.72,61,0,14,20,0.7,0.93,64.30%,14.30%,76,36,17,5,2,1,70,0,4,24,0,1,https://www.hltv.org/stats/players/individual/334/adreN?event=2027
s1mple,Ukraine,Liquid,11,280,32,1.17,1.18,ESL One Cologne 2016,2062,Oleksandr 's1mple' Kostyliev,7998,https://www.hltv.org/player/7998/s1mple,GeT_RiGhT,39,2027,135,137,0.99,0.74,84,-2,28,34,0.82,1.12,75.00%,24.10%,98,53,17,9,4,1,83,12,8,22,4,6,https://www.hltv.org/stats/players/individual/39/GeT_RiGhT?event=2027
WorldEdit,Russia,FlipSid3,7,186,20,1.16,1.17,ESL One Cologne 2016,2062,Georgi 'WorldEdit' Yaskin,7403,https://www.hltv.org/player/7403/worldedit,JW,3849,2027,114,110,1.04,0.73,74,4,22,18,1.22,1.18,86.40%,23.20%,83,42,25,6,1,0,43,43,4,18,1,5,https://www.hltv.org/stats/players/individual/3849/JW?event=2027
Edward,Ukraine,Natus Vincere,5,128,26,1.32,1.16,ESL One Cologne 2016,2062,Ioann 'Edward' Sukhariev,483,https://www.hltv.org/player/483/edward,seized,3347,2027,143,131,1.09,0.71,99,12,21,23,0.91,1,95.20%,17.40%,102,64,26,9,0,0,83,10,12,29,3,7,https://www.hltv.org/stats/players/individual/3347/seized?event=2027
RUBINO,Norway,Dignitas,5,136,10,1.11,1.16,ESL One Cologne 2016,2062,Ruben 'RUBINO' Villarroel,1485,https://www.hltv.org/player/1485/rubino,apEX,7322,2027,40,41,0.98,0.75,29,-1,7,5,1.4,1.17,71.40%,23.80%,24,21,5,3,0,0,30,0,1,9,0,0,https://www.hltv.org/stats/players/individual/7322/apEX?event=2027
seized,Russia,Natus Vincere,5,128,6,1.07,1.15,ESL One Cologne 2016,2062,Denis 'seized' Kostin,3347,https://www.hltv.org/player/3347/seized,Happy,7429,2027,41,37,1.11,0.77,27,4,5,3,1.67,1.04,40.00%,9.50%,26,15,10,2,0,0,26,2,1,12,0,0,https://www.hltv.org/stats/players/individual/7429/Happy?event=2027
EliGE,United States,Liquid,11,280,6,1.03,1.15,ESL One Cologne 2016,2062,Jonathan 'EliGE' Jablonowski,8738,https://www.hltv.org/player/8738/elige,f0rest,29,2027,132,126,1.05,0.73,90,6,19,13,1.46,1.07,78.90%,17.20%,92,61,18,9,2,0,75,25,6,25,1,1,https://www.hltv.org/stats/players/individual/29/f0rest?event=2027
flusha,Sweden,fnatic,8,205,27,1.22,1.15,ESL One Cologne 2016,2062,Robin 'flusha' RÃ¶nnquist,3055,https://www.hltv.org/player/3055/flusha,dennis,1146,2027,119,109,1.09,0.76,81,10,11,15,0.73,0.86,72.70%,9.80%,76,49,27,4,1,0,85,4,5,23,2,0,https://www.hltv.org/stats/players/individual/1146/dennis?event=2027
Xyp9x,Denmark,Astralis,7,211,15,1.11,1.15,ESL One Cologne 2016,2062,Andreas 'Xyp9x' HÃ¸jsleth,4954,https://www.hltv.org/player/4954/xyp9x,NEO,165,2027,135,131,1.03,0.68,97,4,25,21,1.19,1.12,80.00%,19.80%,102,66,26,3,2,0,69,38,2,23,0,4,https://www.hltv.org/stats/players/individual/165/NEO?event=2027
olofmeister,Sweden,fnatic,8,205,11,1.08,1.14,ESL One Cologne 2016,2062,Olof 'olofmeister' Kajbjer,885,https://www.hltv.org/player/885/olofmeister,Xyp9x,4954,2027,99,88,1.12,0.66,72,11,12,8,1.5,0.98,91.70%,13.30%,77,49,19,4,0,0,73,0,3,18,2,3,https://www.hltv.org/stats/players/individual/4954/Xyp9x?event=2027
RpK,France,G2,2,56,5,1.13,1.14,ESL One Cologne 2016,2062,CÃ©dric 'RpK' Guipouy,7169,https://www.hltv.org/player/7169/rpk,Hiko,2644,2027,128,117,1.09,0.68,84,11,7,5,1.4,0.81,85.70%,5.90%,104,54,19,8,3,0,103,0,7,18,1,0,https://www.hltv.org/stats/players/individual/2644/Hiko?event=2027
k0nfig,Denmark,Dignitas,5,136,6,1.07,1.13,ESL One Cologne 2016,2062,Kristian 'k0nfig' Wienecke,9078,https://www.hltv.org/player/9078/k0nfig,TACO,9217,2027,171,175,0.98,0.65,113,-4,28,26,1.08,1.04,64.30%,11.70%,149,70,29,13,1,0,115,17,4,34,0,1,https://www.hltv.org/stats/players/individual/9217/TACO?event=2027
kennyS,France,Envy,2,51,7,1.21,1.13,ESL One Cologne 2016,2062,Kenny 'kennyS' Schrub,7167,https://www.hltv.org/player/7167/kennys,hazed,8347,2027,128,127,1.01,0.7,88,1,17,21,0.81,0.94,76.50%,14.60%,94,57,23,7,1,0,85,1,1,38,1,3,https://www.hltv.org/stats/players/individual/8347/hazed?event=2027
dennis,Sweden,fnatic,8,205,11,1.08,1.12,ESL One Cologne 2016,2062,Dennis 'dennis' Edman,1146,https://www.hltv.org/player/1146/dennis,KRIMZ,7528,2027,107,99,1.08,0.68,71,8,14,13,1.08,0.97,71.40%,12.20%,86,45,16,10,0,0,82,1,4,18,2,0,https://www.hltv.org/stats/players/individual/7528/KRIMZ?event=2027
fer,Brazil,SK,9,238,8,1.05,1.12,ESL One Cologne 2016,2062,Fernando 'fer' Alvarenga,8564,https://www.hltv.org/player/8564/fer,aizy,8095,2027,67,63,1.06,0.71,46,4,9,6,1.5,1.04,55.60%,11.60%,48,31,9,6,0,0,49,3,5,10,0,1,https://www.hltv.org/stats/players/individual/8095/aizy?event=2027
cajunb,Denmark,Dignitas,5,136,14,1.16,1.11,ESL One Cologne 2016,2062,RenÃ© 'cajunb' Borg,2469,https://www.hltv.org/player/2469/cajunb,AdreN,334,2027,98,98,1,0.72,61,0,14,20,0.7,0.93,64.30%,14.30%,76,36,17,5,2,1,70,0,4,24,0,1,https://www.hltv.org/stats/players/individual/334/AdreN?event=2027
GuardiaN,Slovakia,Natus Vincere,5,128,8,1.1,1.11,ESL One Cologne 2016,2062,Ladislav 'GuardiaN' KovÃ¡cs,2757,https://www.hltv.org/player/2757/guardian,Dosia,735,2027,90,100,0.9,0.66,61,-10,12,11,1.09,0.97,66.70%,12.70%,76,38,17,6,0,0,73,2,7,8,0,0,https://www.hltv.org/stats/players/individual/735/Dosia?event=2027
ScreaM,Belgium,G2,2,56,1,1.02,1.1,ESL One Cologne 2016,2062,Adil 'ScreaM' Benrlitom,7390,https://www.hltv.org/player/7390/scream,ScreaM,7390,2027,74,80,0.93,0.68,57,-6,11,4,2.75,1.11,72.70%,16.30%,52,43,11,3,0,0,58,0,0,16,0,0,https://www.hltv.org/stats/players/individual/7390/ScreaM?event=2027
gla1ve,Denmark,Astralis,7,211,7,1.05,1.1,ESL One Cologne 2016,2062,Lukas 'gla1ve' Rossander,7412,https://www.hltv.org/player/7412/gla1ve,EliGE,8738,2027,122,131,0.93,0.65,83,-9,23,29,0.79,1.02,78.30%,17.80%,105,53,24,4,1,1,94,0,3,22,2,2,https://www.hltv.org/stats/players/individual/8738/EliGE?event=2027
nitr0,United States,Liquid,11,280,9,1.04,1.09,ESL One Cologne 2016,2062,Nick 'nitr0' Cannella,7687,https://www.hltv.org/player/7687/nitr0,chrisJ,2730,2027,115,108,1.06,0.71,83,7,18,15,1.2,1.07,61.10%,14.90%,79,57,21,4,1,0,29,61,0,24,1,0,https://www.hltv.org/stats/players/individual/2730/chrisJ?event=2027
TaZ,Poland,Virtus.pro,7,209,4,1.03,1.09,ESL One Cologne 2016,2062,Wiktor 'TaZ' Wojtas,161,https://www.hltv.org/player/161/taz,WorldEdit,7403,2027,64,65,0.98,0.67,47,-1,11,7,1.57,1.12,54.50%,13.30%,48,33,12,1,1,0,18,33,2,8,3,0,https://www.hltv.org/stats/players/individual/7403/WorldEdit?event=2027
Snax,Poland,Virtus.pro,7,209,15,1.12,1.08,ESL One Cologne 2016,2062,Janusz 'Snax' Pogorzelski,2553,https://www.hltv.org/player/2553/snax,Spiidi,7499,2027,105,113,0.93,0.65,68,-8,14,12,1.17,0.98,71.40%,13.50%,94,38,23,7,0,0,88,0,5,10,0,2,https://www.hltv.org/stats/players/individual/7499/Spiidi?event=2027
AdreN,Kazakhstan,Gambit,4,91,5,1.08,1.08,ESL One Cologne 2016,2062,Dauren 'AdreN' Kystaubayev,334,https://www.hltv.org/player/334/adren,TaZ,161,2027,130,127,1.02,0.65,90,3,13,19,0.68,0.83,84.60%,10.90%,109,56,28,6,0,0,102,0,7,19,2,0,https://www.hltv.org/stats/players/individual/161/TaZ?event=2027
wayLander,Russia,FlipSid3,7,186,3,1.02,1.08,ESL One Cologne 2016,2062,Jan 'wayLander' Rahkonen,7796,https://www.hltv.org/player/7796/waylander,fox,629,2027,61,65,0.94,0.65,45,-4,10,8,1.25,1.06,80.00%,18.60%,49,31,12,2,0,0,17,30,7,6,1,0,https://www.hltv.org/stats/players/individual/629/fox?event=2027
markeloff,Ukraine,FlipSid3,7,186,16,1.14,1.07,ESL One Cologne 2016,2062,Yegor 'markeloff' Markelov,338,https://www.hltv.org/player/338/markeloff,shox,1225,2027,78,72,1.08,0.72,51,6,7,6,1.17,0.9,71.40%,10.20%,58,32,12,6,1,0,48,2,12,16,0,0,https://www.hltv.org/stats/players/individual/1225/shox?event=2027
NiKo,Bosnia and Herzegovina,MOUZ,4,103,-7,0.91,1.07,ESL One Cologne 2016,2062,Nikola 'NiKo' KovaÄ,3741,https://www.hltv.org/player/3741/niko,wayLander,7796,2027,95,102,0.93,0.69,61,-7,13,18,0.72,0.92,84.60%,17.50%,76,34,22,3,2,0,81,2,0,11,2,0,https://www.hltv.org/stats/players/individual/7796/wayLander?event=2027
f0rest,Sweden,Ninjas in Pyjamas,5,123,1,1.01,1.07,ESL One Cologne 2016,2062,Patrik 'f0rest' Lindberg,29,https://www.hltv.org/player/29/f0rest,NBK-,7168,2027,30,40,0.75,0.57,19,-10,8,3,2.67,1.33,62.50%,23.80%,34,11,5,3,0,0,23,0,0,7,0,0,https://www.hltv.org/stats/players/individual/7168/NBK-?event=2027
karrigan,Denmark,Astralis,7,211,4,1.03,1.06,ESL One Cologne 2016,2062,Finn 'karrigan' Andersen,429,https://www.hltv.org/player/429/karrigan,hooch,499,2027,93,99,0.94,0.68,62,-6,10,8,1.25,0.93,60.00%,9.50%,75,38,18,5,1,0,62,2,4,24,1,0,https://www.hltv.org/stats/players/individual/499/hooch?event=2027
flamie,Russia,Natus Vincere,5,128,-2,0.98,1.06,ESL One Cologne 2016,2062,Egor 'flamie' Vasilyev,7594,https://www.hltv.org/player/7594/flamie,RpK,7169,2027,73,76,0.96,0.67,47,-3,8,17,0.47,0.77,50.00%,8.20%,62,27,15,4,1,0,48,1,6,17,1,0,https://www.hltv.org/stats/players/individual/7169/RpK?event=2027
JW,Sweden,fnatic,8,205,0,1,1.06,ESL One Cologne 2016,2062,Jesper 'JW' Wecksell,3849,https://www.hltv.org/player/3849/jw,olofmeister,885,2027,107,107,1,0.68,73,0,14,22,0.64,0.88,92.90%,15.90%,84,45,24,3,0,1,55,21,12,15,1,3,https://www.hltv.org/stats/players/individual/885/olofmeister?event=2027
chrisJ,Netherlands,MOUZ,4,103,3,1.04,1.05,ESL One Cologne 2016,2062,Chris 'chrisJ' de Jong,2730,https://www.hltv.org/player/2730/chrisj,pashaBiceps,317,2027,132,145,0.91,0.66,88,-13,20,25,0.8,0.96,75.00%,14.90%,111,49,34,5,0,0,86,11,6,19,3,7,https://www.hltv.org/stats/players/individual/317/pashaBiceps?event=2027
pyth,Sweden,Ninjas in Pyjamas,5,123,-2,0.98,1.04,ESL One Cologne 2016,2062,Jacob 'pyth' MourujÃ¤rvi,7527,https://www.hltv.org/player/7527/pyth,Zeus,484,2027,122,130,0.94,0.61,86,-8,10,20,0.5,0.75,80.00%,7.00%,115,59,20,6,0,1,87,3,14,17,0,1,https://www.hltv.org/stats/players/individual/484/Zeus?event=2027
GeT_RiGhT,Sweden,Ninjas in Pyjamas,5,123,4,1.05,1.03,ESL One Cologne 2016,2062,Christopher 'GeT_RiGhT' Alesund,39,https://www.hltv.org/player/39/get-right,nitr0,7687,2027,105,133,0.79,0.56,77,-28,17,20,0.85,0.94,58.80%,9.90%,111,57,15,3,1,1,72,1,14,18,0,0,https://www.hltv.org/stats/players/individual/7687/nitr0?event=2027
Zeus,Ukraine,Natus Vincere,5,128,0,1,1.03,ESL One Cologne 2016,2062,Danylo 'Zeus' Teslenko,484,https://www.hltv.org/player/484/zeus,denis,7511,2027,102,121,0.84,0.63,74,-19,16,15,1.07,1.01,62.50%,13.50%,88,52,16,6,0,0,77,3,0,20,0,2,https://www.hltv.org/stats/players/individual/7511/denis?event=2027
mou,Kazakhstan,Gambit,4,91,-4,0.93,1.01,ESL One Cologne 2016,2062,Rustem 'mou' Telepov,964,https://www.hltv.org/player/964/mou,Ex6TenZ,7166,2027,60,75,0.8,0.55,39,-15,11,15,0.73,0.94,81.80%,18.40%,70,23,13,1,2,0,41,4,3,12,0,0,https://www.hltv.org/stats/players/individual/7166/Ex6TenZ?event=2027
NEO,Poland,Virtus.pro,7,209,-14,0.91,1,ESL One Cologne 2016,2062,Filip 'NEO' Kubski,165,https://www.hltv.org/player/9261/lekr0,Xizt,884,2027,119,141,0.84,0.65,85,-22,13,21,0.62,0.83,69.20%,10.30%,97,58,21,5,1,0,96,7,3,13,1,0,https://www.hltv.org/stats/players/individual/884/Xizt?event=2027
dupreeh,Denmark,Astralis,2,50,-7,0.82,0.99,ESL One Cologne 2016,2062,Peter 'dupreeh' Rasmussen,7398,https://www.hltv.org/player/7398/dupreeh,GuardiaN,2757,2027,114,128,0.89,0.57,84,-14,23,17,1.35,1.1,91.30%,18.30%,117,57,24,3,0,0,21,67,6,20,1,0,https://www.hltv.org/stats/players/individual/2757/GuardiaN?event=2027
apEX,France,Envy,2,51,-4,0.89,0.99,ESL One Cologne 2016,2062,Dan 'apEX' Madesclaire,7322,https://www.hltv.org/player/7322/apex,reltuC,8137,2027,108,119,0.91,0.59,75,-11,11,17,0.65,0.81,81.80%,10.10%,107,52,16,5,1,1,82,0,9,16,1,0,https://www.hltv.org/stats/players/individual/8137/reltuC?event=2027
Xizt,Sweden,Ninjas in Pyjamas,5,123,-8,0.9,0.99,ESL One Cologne 2016,2062,Richard 'Xizt' LandstrÃ¶m,884,https://www.hltv.org/player/884/xizt,DAVEY,8508,2027,31,33,0.94,0.78,18,-2,6,5,1.2,1.21,50.00%,37.50%,22,8,8,1,1,0,5,17,0,9,0,0,https://www.hltv.org/stats/players/individual/8508/DAVEY?event=2027
pashaBiceps,Poland,Virtus.pro,7,209,-6,0.96,0.99,ESL One Cologne 2016,2062,JarosÅ‚aw 'pashaBiceps' JarzÄ…bkowski,317,https://www.hltv.org/player/317/pashabiceps,DEVIL,8569,2027,28,37,0.76,0.53,20,-9,3,11,0.27,0.6,100.00%,14.30%,33,13,6,1,0,0,22,0,0,6,0,0,https://www.hltv.org/stats/players/individual/8569/DEVIL?event=2027
jdm64,United States,Liquid,11,280,0,1,0.97,ESL One Cologne 2016,2062,Josh 'jdm64' Marzano,8346,https://www.hltv.org/player/8346/jdm64,mou,964,2027,86,97,0.89,0.63,63,-11,15,16,0.94,1.02,60.00%,14.30%,74,47,10,5,1,0,33,33,0,19,1,0,https://www.hltv.org/stats/players/individual/964/mou?event=2027
byali,Poland,Virtus.pro,7,209,-20,0.86,0.97,ESL One Cologne 2016,2062,PaweÅ‚ 'byali' BieliÅ„ski,5386,https://www.hltv.org/player/5386/byali,B1ad3,472,2027,60,69,0.87,0.63,40,-9,4,7,0.57,0.75,100.00%,8.90%,55,25,10,5,0,0,54,0,3,3,0,0,https://www.hltv.org/stats/players/individual/472/B1ad3?event=2027
hazed,United States,CLG,2,46,-1,0.97,0.95,ESL One Cologne 2016,2062,James 'hazed' Cobb,8347,https://www.hltv.org/player/8347/hazed,Skadoodle,7440,2027,27,34,0.79,0.61,18,-7,4,4,1,0.97,50.00%,16.70%,26,10,7,1,0,0,4,9,3,11,0,0,https://www.hltv.org/stats/players/individual/7440/Skadoodle?event=2027
B1ad3,Ukraine,FlipSid3,7,186,-17,0.87,0.95,ESL One Cologne 2016,2062,Andrey 'B1ad3' Gorodenskiy,472,https://www.hltv.org/player/472/b1ad3,friberg,7148,2027,110,128,0.86,0.6,72,-18,14,21,0.67,0.86,71.40%,11.50%,110,41,24,7,0,0,76,0,7,25,3,0,https://www.hltv.org/stats/players/individual/7148/friberg?event=2027
Hiko,United States,Liquid,11,280,-21,0.89,0.95,ESL One Cologne 2016,2062,Spencer 'Hiko' Martin,2644,https://www.hltv.org/player/2644/hiko,SmithZz,7170,2027,73,84,0.87,0.67,50,-11,16,14,1.14,1.19,68.80%,22.40%,59,35,9,4,2,0,13,40,8,11,2,1,https://www.hltv.org/stats/players/individual/7170/SmithZz?event=2027
Spiidi,Germany,MOUZ,4,103,-3,0.96,0.95,ESL One Cologne 2016,2062,Timo 'Spiidi' Richter,7499,https://www.hltv.org/player/7499/spiidi,karrigan,429,2027,84,102,0.82,0.56,65,-18,12,16,0.75,0.89,75.00%,10.80%,84,50,13,1,0,1,67,2,2,11,1,1,https://www.hltv.org/stats/players/individual/429/karrigan?event=2027
spaze,Russia,Gambit,4,91,-10,0.85,0.94,ESL One Cologne 2016,2062,Ivan 'spaze' Obrezhan,8345,https://www.hltv.org/player/8345/spaze,Maikelele,1045,2027,47,65,0.72,0.5,36,-18,4,9,0.44,0.72,75.00%,7.00%,58,25,11,0,0,0,34,1,3,8,0,1,https://www.hltv.org/stats/players/individual/1045/Maikelele?event=2027
TENZKI,Denmark,Dignitas,5,136,-11,0.88,0.94,ESL One Cologne 2016,2062,Jesper 'TENZKI' Plougmann,5287,https://www.hltv.org/player/5287/tenzki,jkaem,8248,2027,55,71,0.77,0.59,35,-16,7,13,0.54,0.81,100.00%,16.30%,59,20,11,3,1,0,42,0,0,11,2,0,https://www.hltv.org/stats/players/individual/8248/jkaem?event=2027
pita,Bosnia and Herzegovina,CLG,2,46,-3,0.91,0.93,ESL One Cologne 2016,2062,Faruk 'pita' Pita,434,https://www.hltv.org/player/434/pita,shroud,8349,2027,25,37,0.68,0.57,18,-12,2,6,0.33,0.67,50.00%,8.30%,26,14,2,1,1,0,14,0,0,9,2,0,https://www.hltv.org/stats/players/individual/8349/shroud?event=2027
shox,France,G2,2,56,-7,0.83,0.91,ESL One Cologne 2016,2062,Richard 'shox' Papillon,1225,https://www.hltv.org/player/1225/shox,THREAT,37,2027,93,131,0.71,0.51,69,-38,5,13,0.38,0.68,80.00%,4.60%,113,48,18,3,0,0,62,0,11,19,0,1,https://www.hltv.org/stats/players/individual/37/THREAT?event=2027
SmithZz,France,G2,2,56,-3,0.93,0.91,ESL One Cologne 2016,2062,Edouard 'SmithZz' Dubourdeaux,7170,https://www.hltv.org/player/7170/smithzz,nex,9618,2027,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,https://www.hltv.org/stats/players/individual/9618/nex?event=2027
Shara,Ukraine,FlipSid3,7,186,-28,0.79,0.91,ESL One Cologne 2016,2062,Oleksandr 'Shara' Hordieyev,1866,https://www.hltv.org/player/1866/shara,arya,6453,2027,21,32,0.66,0.53,18,-11,7,7,1,1.25,42.90%,37.50%,22,15,3,0,0,0,5,5,1,10,0,0,https://www.hltv.org/stats/players/individual/6453/arya?event=2027
rain,Norway,FaZe,4,100,-14,0.82,0.89,ESL One Cologne 2016,2062,HÃ¥vard 'rain' Nygaard,8183,https://www.hltv.org/player/8183/rain,FugLy,8522,2027,85,127,0.67,0.47,67,-42,9,19,0.47,0.74,55.60%,5.60%,115,49,18,0,0,0,62,1,2,18,3,0,https://www.hltv.org/stats/players/individual/8522/FugLy?event=2027
aizy,Denmark,FaZe,4,100,-11,0.84,0.89,ESL One Cologne 2016,2062,Philip 'aizy' Aistrup,8095,https://www.hltv.org/player/8095/aizy,kennyS,7167,2027,25,38,0.66,0.47,23,-13,3,5,0.6,0.79,33.30%,4.80%,30,21,2,0,0,0,6,13,0,5,1,0,https://www.hltv.org/stats/players/individual/7167/kennyS?event=2027
friberg,Sweden,Ninjas in Pyjamas,5,123,-16,0.82,0.89,ESL One Cologne 2016,2062,Adam 'friberg' Friberg,7148,https://www.hltv.org/player/7148/friberg,Stewie2K,8797,2027,20,37,0.54,0.45,17,-17,5,7,0.71,0.97,60.00%,25.00%,27,14,3,0,0,0,12,0,1,6,1,0,https://www.hltv.org/stats/players/individual/8797/Stewie2K?event=2027
bodyy,France,G2,2,56,-16,0.63,0.86,ESL One Cologne 2016,2062,Alexandre 'bodyy' Pianaro,8374,https://www.hltv.org/player/8374/bodyy,n0thing,203,2027,24,37,0.65,0.55,18,-13,2,3,0.67,0.78,50.00%,8.30%,26,12,6,0,0,0,19,0,0,5,0,0,https://www.hltv.org/stats/players/individual/203/n0thing?event=2027
nex,Germany,MOUZ,4,103,-14,0.81,0.86,ESL One Cologne 2016,2062,Nemanja 'nexa' IsakoviÄ‡,9618,https://www.hltv.org/player/9618/nexa,Professor_Chaos,8912,2027,18,34,0.53,0.45,14,-16,3,3,1,0.92,0.00%,0.00%,26,10,4,0,0,0,7,0,0,9,0,2,https://www.hltv.org/stats/players/individual/8912/Professor_Chaos?event=2027
kioShiMa,France,FaZe,4,100,-14,0.81,0.86,ESL One Cologne 2016,2062,Fabien 'kioShiMa' Fiey,4959,https://www.hltv.org/player/4959/kioshima,freakazoid,7808,2027,18,36,0.5,0.41,13,-18,4,7,0.57,0.86,50.00%,16.70%,31,9,3,1,0,0,12,0,1,5,0,0,https://www.hltv.org/stats/players/individual/7808/freakazoid?event=2027
NBK-,France,Envy,2,51,-12,0.68,0.85,ESL One Cologne 2016,2062,Nathan 'NBK-' Schmitt,7168,https://www.hltv.org/player/7168/nbk,jasonR,8794,2027,12,34,0.35,0.3,9,-22,0,6,0,0.42,,0.00%,31,6,3,0,0,0,9,0,0,3,0,0,https://www.hltv.org/stats/players/individual/8794/jasonR?event=2027
jkaem,Norway,FaZe,4,100,-21,0.72,0.84,ESL One Cologne 2016,2062,Joakim 'jkaem' Myrbostad,8248,https://www.hltv.org/player/8248/jkaem,abE,8502,2027,13,36,0.36,0.33,12,-23,1,2,0.5,0.71,100.00%,12.50%,28,11,1,0,0,0,5,0,1,7,0,0,https://www.hltv.org/stats/players/individual/8502/abE?event=2027
fox,Portugal,FaZe,4,100,-20,0.74,0.83,ESL One Cologne 2016,2062,Ricardo 'fox' Pacheco,629,https://www.hltv.org/player/629/fox,aizy,8095,1617,59,38,1.55,1.13,34,21,8,2,4,1.37,50.00%,20.00%,18,17,10,6,1,0,38,1,0,20,0,0,https://www.hltv.org/stats/players/individual/8095/aizy?event=1617
MSL,Denmark,Dignitas,5,136,-31,0.7,0.83,ESL One Cologne 2016,2062,Mathias 'MSL' Lauridsen,7156,https://www.hltv.org/player/7156/msl,GuardiaN,2757,1617,246,163,1.51,0.88,162,83,56,27,2.07,1.51,77.20%,29.30%,117,101,40,19,2,0,47,152,10,36,1,0,https://www.hltv.org/stats/players/individual/2757/GuardiaN?event=1617
Dosia,Russia,Gambit,4,91,-15,0.78,0.81,ESL One Cologne 2016,2062,Mihail 'Dosia' Stolyarov,735,https://www.hltv.org/player/735/dosia,Snax,2553,1617,108,77,1.4,0.91,69,31,18,11,1.64,1.27,66.70%,19.40%,50,39,23,5,2,0,65,11,3,20,1,8,https://www.hltv.org/stats/players/individual/2553/Snax?event=1617
RUSH,United States,OpTic,2,49,-9,0.75,0.78,ESL One Cologne 2016,2062,William 'RUSH' Wierzba,7805,https://www.hltv.org/player/7805/rush,kennyS,7167,1617,206,140,1.47,0.79,139,66,31,17,1.82,1.15,80.60%,16.00%,122,89,35,13,2,0,45,103,16,36,6,0,https://www.hltv.org/stats/players/individual/7167/kennyS?event=1617
reltuC,United States,CLG,2,46,-14,0.61,0.76,ESL One Cologne 2016,2062,Stephen 'reltuC' Cutler,8137,https://www.hltv.org/player/8137/reltuc,WorldEdit,7403,1617,45,39,1.15,0.98,28,6,9,6,1.5,1.43,44.40%,28.60%,18,15,10,2,1,0,14,22,0,9,0,0,https://www.hltv.org/stats/players/individual/7403/WorldEdit?event=1617
Happy,France,Envy,2,51,-8,0.78,0.75,ESL One Cologne 2016,2062,Vincent 'Happy' Schopenhauer,7429,https://www.hltv.org/player/7429/happy,dupreeh,7398,1617,77,64,1.2,0.82,48,13,15,8,1.88,1.32,66.70%,20.00%,46,27,14,6,1,0,44,6,13,13,1,0,https://www.hltv.org/stats/players/individual/7398/dupreeh?event=1617
