name,nationality,team,maps,rounds,KD-diff,KD,rating,event,event_ID,Full name,Player ID,Full link
nitr0,United States,Liquid,5,155,-31,0.73,0.85,ELEAGUE Major 2017,2471,Nick 'nitr0' Cannella,7687,https://www.hltv.org/player/7687/nitr0
ScreaM,Belgium,G2,4,102,-16,0.76,0.81,ELEAGUE Major 2017,2471,Adil 'ScreaM' Benrlitom,7390,https://www.hltv.org/player/7390/scream
wayLander,Russia,FlipSid3,3,84,-22,0.69,0.78,ELEAGUE Major 2017,2471,Jan 'wayLander' Rahkonen,7796,https://www.hltv.org/player/7796/waylander
MSL,Denmark,North,8,225,-62,0.64,0.77,ELEAGUE Major 2017,2471,Mathias 'MSL' Lauridsen,7156,https://www.hltv.org/player/7156/msl
DeadFox,Hungary,HellRaisers,3,80,-16,0.71,0.76,ELEAGUE Major 2017,2471,Bence 'DeadFox' BÃ¶rÃ¶cz,8716,https://www.hltv.org/player/8716/deadfox
pronax,Sweden,GODSENT,5,126,-38,0.6,0.75,ELEAGUE Major 2017,2471,Markus 'pronax' Wallsten,41,https://www.hltv.org/player/41/pronax
SmithZz,France,G2,4,102,-33,0.58,0.73,ELEAGUE Major 2017,2471,Edouard 'SmithZz' Dubourdeaux,7170,https://www.hltv.org/player/7170/smithzz
bondik,Ukraine,HellRaisers,3,80,-17,0.72,0.72,ELEAGUE Major 2017,2471,Vladyslav 'bondik' Nechyporchuk,2131,https://www.hltv.org/player/2131/bondik
Spiidi,Germany,MOUZ,4,89,-33,0.49,0.56,ELEAGUE Major 2017,2471,Timo 'Spiidi' Richter,7499,https://www.hltv.org/player/7499/spiidi
coldzera,Brazil,SK,9,238,89,1.72,1.37,ESL One Cologne 2016,2062,Marcelo 'coldzera' David,9216,https://www.hltv.org/player/9216/coldzera
device,Denmark,Astralis,7,211,47,1.35,1.28,ESL One Cologne 2016,2062,Nicolai 'device' Reedtz,7592,https://www.hltv.org/player/7592/device
TACO,Brazil,SK,9,238,45,1.31,1.25,ESL One Cologne 2016,2062,Epitacio 'TACO' de Melo,9217,https://www.hltv.org/player/9217/taco
KRIMZ,Sweden,fnatic,8,205,47,1.42,1.22,ESL One Cologne 2016,2062,Freddy 'KRIMZ' Johansson,7528,https://www.hltv.org/player/7528/krimz
FalleN,Brazil,SK,9,238,35,1.26,1.19,ESL One Cologne 2016,2062,Gabriel 'FalleN' Toledo,2023,https://www.hltv.org/player/2023/fallen
mixwell,Spain,OpTic,2,49,4,1.11,1.19,ESL One Cologne 2016,2062,Oscar 'mixwell' CaÃ±ellas,8370,https://www.hltv.org/player/8370/mixwell
fnx,Brazil,SK,9,238,31,1.22,1.19,ESL One Cologne 2016,2062,Lincoln 'fnx' Lau,557,https://www.hltv.org/player/557/fnx
s1mple,Ukraine,Liquid,11,280,32,1.17,1.18,ESL One Cologne 2016,2062,Oleksandr 's1mple' Kostyliev,7998,https://www.hltv.org/player/7998/s1mple
WorldEdit,Russia,FlipSid3,7,186,20,1.16,1.17,ESL One Cologne 2016,2062,Georgi 'WorldEdit' Yaskin,7403,https://www.hltv.org/player/7403/worldedit
Edward,Ukraine,Natus Vincere,5,128,26,1.32,1.16,ESL One Cologne 2016,2062,Ioann 'Edward' Sukhariev,483,https://www.hltv.org/player/483/edward
RUBINO,Norway,Dignitas,5,136,10,1.11,1.16,ESL One Cologne 2016,2062,Ruben 'RUBINO' Villarroel,1485,https://www.hltv.org/player/1485/rubino
seized,Russia,Natus Vincere,5,128,6,1.07,1.15,ESL One Cologne 2016,2062,Denis 'seized' Kostin,3347,https://www.hltv.org/player/3347/seized
EliGE,United States,Liquid,11,280,6,1.03,1.15,ESL One Cologne 2016,2062,Jonathan 'EliGE' Jablonowski,8738,https://www.hltv.org/player/8738/elige
flusha,Sweden,fnatic,8,205,27,1.22,1.15,ESL One Cologne 2016,2062,Robin 'flusha' RÃ¶nnquist,3055,https://www.hltv.org/player/3055/flusha
Xyp9x,Denmark,Astralis,7,211,15,1.11,1.15,ESL One Cologne 2016,2062,Andreas 'Xyp9x' HÃ¸jsleth,4954,https://www.hltv.org/player/4954/xyp9x
olofmeister,Sweden,fnatic,8,205,11,1.08,1.14,ESL One Cologne 2016,2062,Olof 'olofmeister' Kajbjer,885,https://www.hltv.org/player/885/olofmeister
RpK,France,G2,2,56,5,1.13,1.14,ESL One Cologne 2016,2062,CÃ©dric 'RpK' Guipouy,7169,https://www.hltv.org/player/7169/rpk
k0nfig,Denmark,Dignitas,5,136,6,1.07,1.13,ESL One Cologne 2016,2062,Kristian 'k0nfig' Wienecke,9078,https://www.hltv.org/player/9078/k0nfig
kennyS,France,Envy,2,51,7,1.21,1.13,ESL One Cologne 2016,2062,Kenny 'kennyS' Schrub,7167,https://www.hltv.org/player/7167/kennys
dennis,Sweden,fnatic,8,205,11,1.08,1.12,ESL One Cologne 2016,2062,Dennis 'dennis' Edman,1146,https://www.hltv.org/player/1146/dennis
fer,Brazil,SK,9,238,8,1.05,1.12,ESL One Cologne 2016,2062,Fernando 'fer' Alvarenga,8564,https://www.hltv.org/player/8564/fer
cajunb,Denmark,Dignitas,5,136,14,1.16,1.11,ESL One Cologne 2016,2062,RenÃ© 'cajunb' Borg,2469,https://www.hltv.org/player/2469/cajunb
GuardiaN,Slovakia,Natus Vincere,5,128,8,1.1,1.11,ESL One Cologne 2016,2062,Ladislav 'GuardiaN' KovÃ¡cs,2757,https://www.hltv.org/player/2757/guardian
ScreaM,Belgium,G2,2,56,1,1.02,1.1,ESL One Cologne 2016,2062,Adil 'ScreaM' Benrlitom,7390,https://www.hltv.org/player/7390/scream
gla1ve,Denmark,Astralis,7,211,7,1.05,1.1,ESL One Cologne 2016,2062,Lukas 'gla1ve' Rossander,7412,https://www.hltv.org/player/7412/gla1ve
nitr0,United States,Liquid,11,280,9,1.04,1.09,ESL One Cologne 2016,2062,Nick 'nitr0' Cannella,7687,https://www.hltv.org/player/7687/nitr0
TaZ,Poland,Virtus.pro,7,209,4,1.03,1.09,ESL One Cologne 2016,2062,Wiktor 'TaZ' Wojtas,161,https://www.hltv.org/player/161/taz
Snax,Poland,Virtus.pro,7,209,15,1.12,1.08,ESL One Cologne 2016,2062,Janusz 'Snax' Pogorzelski,2553,https://www.hltv.org/player/2553/snax
AdreN,Kazakhstan,Gambit,4,91,5,1.08,1.08,ESL One Cologne 2016,2062,Dauren 'AdreN' Kystaubayev,334,https://www.hltv.org/player/334/adren
wayLander,Russia,FlipSid3,7,186,3,1.02,1.08,ESL One Cologne 2016,2062,Jan 'wayLander' Rahkonen,7796,https://www.hltv.org/player/7796/waylander
markeloff,Ukraine,FlipSid3,7,186,16,1.14,1.07,ESL One Cologne 2016,2062,Yegor 'markeloff' Markelov,338,https://www.hltv.org/player/338/markeloff
NiKo,Bosnia and Herzegovina,MOUZ,4,103,-7,0.91,1.07,ESL One Cologne 2016,2062,Nikola 'NiKo' KovaÄ,3741,https://www.hltv.org/player/3741/niko
f0rest,Sweden,Ninjas in Pyjamas,5,123,1,1.01,1.07,ESL One Cologne 2016,2062,Patrik 'f0rest' Lindberg,29,https://www.hltv.org/player/29/f0rest
karrigan,Denmark,Astralis,7,211,4,1.03,1.06,ESL One Cologne 2016,2062,Finn 'karrigan' Andersen,429,https://www.hltv.org/player/429/karrigan
flamie,Russia,Natus Vincere,5,128,-2,0.98,1.06,ESL One Cologne 2016,2062,Egor 'flamie' Vasilyev,7594,https://www.hltv.org/player/7594/flamie
JW,Sweden,fnatic,8,205,0,1.0,1.06,ESL One Cologne 2016,2062,Jesper 'JW' Wecksell,3849,https://www.hltv.org/player/3849/jw
chrisJ,Netherlands,MOUZ,4,103,3,1.04,1.05,ESL One Cologne 2016,2062,Chris 'chrisJ' de Jong,2730,https://www.hltv.org/player/2730/chrisj
pyth,Sweden,Ninjas in Pyjamas,5,123,-2,0.98,1.04,ESL One Cologne 2016,2062,Jacob 'pyth' MourujÃ¤rvi,7527,https://www.hltv.org/player/7527/pyth
GeT_RiGhT,Sweden,Ninjas in Pyjamas,5,123,4,1.05,1.03,ESL One Cologne 2016,2062,Christopher 'GeT_RiGhT' Alesund,39,https://www.hltv.org/player/39/get-right
Zeus,Ukraine,Natus Vincere,5,128,0,1.0,1.03,ESL One Cologne 2016,2062,Danylo 'Zeus' Teslenko,484,https://www.hltv.org/player/484/zeus
mou,Kazakhstan,Gambit,4,91,-4,0.93,1.01,ESL One Cologne 2016,2062,Rustem 'mou' Telepov,964,https://www.hltv.org/player/964/mou
NEO,Poland,Virtus.pro,7,209,-14,0.91,1.0,ESL One Cologne 2016,2062,Filip 'NEO' Kubski,165,https://www.hltv.org/player/9261/lekr0
dupreeh,Denmark,Astralis,2,50,-7,0.82,0.99,ESL One Cologne 2016,2062,Peter 'dupreeh' Rasmussen,7398,https://www.hltv.org/player/7398/dupreeh
apEX,France,Envy,2,51,-4,0.89,0.99,ESL One Cologne 2016,2062,Dan 'apEX' Madesclaire,7322,https://www.hltv.org/player/7322/apex
Xizt,Sweden,Ninjas in Pyjamas,5,123,-8,0.9,0.99,ESL One Cologne 2016,2062,Richard 'Xizt' LandstrÃ¶m,884,https://www.hltv.org/player/884/xizt
pashaBiceps,Poland,Virtus.pro,7,209,-6,0.96,0.99,ESL One Cologne 2016,2062,JarosÅ‚aw 'pashaBiceps' JarzÄ…bkowski,317,https://www.hltv.org/player/317/pashabiceps
jdm64,United States,Liquid,11,280,0,1.0,0.97,ESL One Cologne 2016,2062,Josh 'jdm64' Marzano,8346,https://www.hltv.org/player/8346/jdm64
byali,Poland,Virtus.pro,7,209,-20,0.86,0.97,ESL One Cologne 2016,2062,PaweÅ‚ 'byali' BieliÅ„ski,5386,https://www.hltv.org/player/5386/byali
hazed,United States,CLG,2,46,-1,0.97,0.95,ESL One Cologne 2016,2062,James 'hazed' Cobb,8347,https://www.hltv.org/player/8347/hazed
B1ad3,Ukraine,FlipSid3,7,186,-17,0.87,0.95,ESL One Cologne 2016,2062,Andrey 'B1ad3' Gorodenskiy,472,https://www.hltv.org/player/472/b1ad3
Hiko,United States,Liquid,11,280,-21,0.89,0.95,ESL One Cologne 2016,2062,Spencer 'Hiko' Martin,2644,https://www.hltv.org/player/2644/hiko
Spiidi,Germany,MOUZ,4,103,-3,0.96,0.95,ESL One Cologne 2016,2062,Timo 'Spiidi' Richter,7499,https://www.hltv.org/player/7499/spiidi
spaze,Russia,Gambit,4,91,-10,0.85,0.94,ESL One Cologne 2016,2062,Ivan 'spaze' Obrezhan,8345,https://www.hltv.org/player/8345/spaze
TENZKI,Denmark,Dignitas,5,136,-11,0.88,0.94,ESL One Cologne 2016,2062,Jesper 'TENZKI' Plougmann,5287,https://www.hltv.org/player/5287/tenzki
pita,Bosnia and Herzegovina,CLG,2,46,-3,0.91,0.93,ESL One Cologne 2016,2062,Faruk 'pita' Pita,434,https://www.hltv.org/player/434/pita
shox,France,G2,2,56,-7,0.83,0.91,ESL One Cologne 2016,2062,Richard 'shox' Papillon,1225,https://www.hltv.org/player/1225/shox
SmithZz,France,G2,2,56,-3,0.93,0.91,ESL One Cologne 2016,2062,Edouard 'SmithZz' Dubourdeaux,7170,https://www.hltv.org/player/7170/smithzz
Shara,Ukraine,FlipSid3,7,186,-28,0.79,0.91,ESL One Cologne 2016,2062,Oleksandr 'Shara' Hordieyev,1866,https://www.hltv.org/player/1866/shara
rain,Norway,FaZe,4,100,-14,0.82,0.89,ESL One Cologne 2016,2062,HÃ¥vard 'rain' Nygaard,8183,https://www.hltv.org/player/8183/rain
aizy,Denmark,FaZe,4,100,-11,0.84,0.89,ESL One Cologne 2016,2062,Philip 'aizy' Aistrup,8095,https://www.hltv.org/player/8095/aizy
friberg,Sweden,Ninjas in Pyjamas,5,123,-16,0.82,0.89,ESL One Cologne 2016,2062,Adam 'friberg' Friberg,7148,https://www.hltv.org/player/7148/friberg
bodyy,France,G2,2,56,-16,0.63,0.86,ESL One Cologne 2016,2062,Alexandre 'bodyy' Pianaro,8374,https://www.hltv.org/player/8374/bodyy
nex,Germany,MOUZ,4,103,-14,0.81,0.86,ESL One Cologne 2016,2062,Nemanja 'nexa' IsakoviÄ‡,9618,https://www.hltv.org/player/9618/nexa
kioShiMa,France,FaZe,4,100,-14,0.81,0.86,ESL One Cologne 2016,2062,Fabien 'kioShiMa' Fiey,4959,https://www.hltv.org/player/4959/kioshima
NBK-,France,Envy,2,51,-12,0.68,0.85,ESL One Cologne 2016,2062,Nathan 'NBK-' Schmitt,7168,https://www.hltv.org/player/7168/nbk
jkaem,Norway,FaZe,4,100,-21,0.72,0.84,ESL One Cologne 2016,2062,Joakim 'jkaem' Myrbostad,8248,https://www.hltv.org/player/8248/jkaem
fox,Portugal,FaZe,4,100,-20,0.74,0.83,ESL One Cologne 2016,2062,Ricardo 'fox' Pacheco,629,https://www.hltv.org/player/629/fox
MSL,Denmark,Dignitas,5,136,-31,0.7,0.83,ESL One Cologne 2016,2062,Mathias 'MSL' Lauridsen,7156,https://www.hltv.org/player/7156/msl
Dosia,Russia,Gambit,4,91,-15,0.78,0.81,ESL One Cologne 2016,2062,Mihail 'Dosia' Stolyarov,735,https://www.hltv.org/player/735/dosia
RUSH,United States,OpTic,2,49,-9,0.75,0.78,ESL One Cologne 2016,2062,William 'RUSH' Wierzba,7805,https://www.hltv.org/player/7805/rush
reltuC,United States,CLG,2,46,-14,0.61,0.76,ESL One Cologne 2016,2062,Stephen 'reltuC' Cutler,8137,https://www.hltv.org/player/8137/reltuc
Happy,France,Envy,2,51,-8,0.78,0.75,ESL One Cologne 2016,2062,Vincent 'Happy' Schopenhauer,7429,https://www.hltv.org/player/7429/happy
denis,Germany,MOUZ,4,103,-29,0.65,0.75,ESL One Cologne 2016,2062,Denis 'denis' Howell,7511,https://www.hltv.org/player/7511/denis
hooch,Russia,Gambit,4,91,-26,0.62,0.75,ESL One Cologne 2016,2062,Dmitry 'hooch' Bogdanov,499,https://www.hltv.org/player/499/hooch
NAF,Canada,OpTic,2,49,-18,0.55,0.71,ESL One Cologne 2016,2062,Keith 'NAF' Markovic,8520,https://www.hltv.org/player/8520/naf
zonic,Denmark,Astralis,5,161,-51,0.55,0.71,ESL One Cologne 2016,2062,Danny 'zonic' SÃ¸rensen,21,https://www.hltv.org/player/21/zonic
koosta,United States,CLG,2,46,-14,0.61,0.66,ESL One Cologne 2016,2062,Kenneth 'koosta' Suen,9056,https://www.hltv.org/player/9056/koosta
DEVIL,France,Envy,2,51,-16,0.6,0.65,ESL One Cologne 2016,2062,Timothée 'DEVIL' Démolon,8569,https://www.hltv.org/player/8569/devil
stanislaw,Canada,OpTic,2,49,-18,0.51,0.64,ESL One Cologne 2016,2062,Peter 'stanislaw' Jarguz,8507,https://www.hltv.org/player/8507/stanislaw
tarik,United States,CLG,2,46,-16,0.57,0.62,ESL One Cologne 2016,2062,Tarik 'tarik' Celik,8523,https://www.hltv.org/player/8523/tarik
daps,Canada,OpTic,2,49,-19,0.51,0.55,ESL One Cologne 2016,2062,Damian 'daps' Steele,8521,https://www.hltv.org/player/8521/daps
coldzera,Brazil,Luminosity,9,262,84,1.56,1.32,MLG Columbus 2016,2027,Marcelo 'coldzera' David,9216,https://www.hltv.org/player/9216/coldzera
NiKo,Bosnia and Herzegovina,MOUZ,5,162,17,1.14,1.3,MLG Columbus 2016,2027,Nikola 'NiKo' KovaÄ,3741,https://www.hltv.org/player/3741/niko
Edward,Ukraine,Natus Vincere,8,201,48,1.39,1.28,MLG Columbus 2016,2027,Ioann 'Edward' Sukhariev,483,https://www.hltv.org/player/483/edward
flamie,Russia,Natus Vincere,8,201,32,1.24,1.25,MLG Columbus 2016,2027,Egor 'flamie' Vasilyev,7594,https://www.hltv.org/player/7594/flamie
s1mple,Ukraine,Liquid,6,188,26,1.2,1.24,MLG Columbus 2016,2027,Oleksandr 's1mple' Kostyliev,7998,https://www.hltv.org/player/7998/s1mple
device,Denmark,Astralis,6,149,24,1.26,1.22,MLG Columbus 2016,2027,Nicolai 'device' Reedtz,7592,https://www.hltv.org/player/7592/device
Shara,Ukraine,FlipSid3,2,95,12,1.18,1.21,MLG Columbus 2016,2027,Oleksandr 'Shara' Hordieyev,1866,https://www.hltv.org/player/1866/shara
dupreeh,Denmark,Astralis,6,149,20,1.22,1.2,MLG Columbus 2016,2027,Peter 'dupreeh' Rasmussen,7398,https://www.hltv.org/player/7398/dupreeh
rain,Norway,FaZe,4,94,-3,0.96,1.19,MLG Columbus 2016,2027,HÃ¥vard 'rain' Nygaard,8183,https://www.hltv.org/player/8183/rain
bondik,Ukraine,FlipSid3,2,95,8,1.12,1.19,MLG Columbus 2016,2027,Vladyslav 'bondik' Nechyporchuk,2131,https://www.hltv.org/player/2131/bondik
fnx,Brazil,Luminosity,9,262,36,1.22,1.18,MLG Columbus 2016,2027,Lincoln 'fnx' Lau,557,https://www.hltv.org/player/557/fnx
FalleN,Brazil,Luminosity,9,262,48,1.33,1.18,MLG Columbus 2016,2027,Gabriel 'FalleN' Toledo,2023,https://www.hltv.org/player/2023/fallen
flusha,Sweden,fnatic,6,157,11,1.11,1.18,MLG Columbus 2016,2027,Robin 'flusha' RÃ¶nnquist,3055,https://www.hltv.org/player/3055/flusha
markeloff,Ukraine,FlipSid3,2,95,5,1.08,1.17,MLG Columbus 2016,2027,Yegor 'markeloff' Markelov,338,https://www.hltv.org/player/338/markeloff
jdm64,United States,CLG,7,182,20,1.17,1.14,MLG Columbus 2016,2027,Josh 'jdm64' Marzano,8346,https://www.hltv.org/player/8346/jdm64
byali,Poland,Virtus.pro,8,199,13,1.1,1.14,MLG Columbus 2016,2027,PaweÅ‚ 'byali' BieliÅ„ski,5386,https://www.hltv.org/player/5386/byali
tarik,United States,CLG,7,182,16,1.13,1.14,MLG Columbus 2016,2027,Tarik 'tarik' Celik,8523,https://www.hltv.org/player/8523/tarik
cajunb,Denmark,Astralis,6,149,16,1.17,1.14,MLG Columbus 2016,2027,RenÃ© 'cajunb' Borg,2469,https://www.hltv.org/player/2469/cajunb
fer,Brazil,Luminosity,9,262,2,1.01,1.14,MLG Columbus 2016,2027,Fernando 'fer' Alvarenga,8564,https://www.hltv.org/player/8564/fer
Snax,Poland,Virtus.pro,8,199,5,1.04,1.14,MLG Columbus 2016,2027,Janusz 'Snax' Pogorzelski,2553,https://www.hltv.org/player/2553/snax
adreN,United States,Liquid,6,188,19,1.17,1.14,MLG Columbus 2016,2027,Dauren 'AdreN' Kystaubayev,334,https://www.hltv.org/player/334/adren
GeT_RiGhT,Sweden,Ninjas in Pyjamas,7,182,-2,0.99,1.13,MLG Columbus 2016,2027,Christopher 'GeT_RiGhT' Alesund,39,https://www.hltv.org/player/39/get-right
JW,Sweden,fnatic,6,157,4,1.04,1.13,MLG Columbus 2016,2027,Jesper 'JW' Wecksell,3849,https://www.hltv.org/player/3849/jw
seized,Russia,Natus Vincere,8,201,12,1.09,1.13,MLG Columbus 2016,2027,Denis 'seized' Kostin,3347,https://www.hltv.org/player/3347/seized
apEX,France,Envy,2,53,-1,0.98,1.13,MLG Columbus 2016,2027,Dan 'apEX' Madesclaire,7322,https://www.hltv.org/player/7322/apex
Happy,France,Envy,2,53,4,1.11,1.09,MLG Columbus 2016,2027,Vincent 'Happy' Schopenhauer,7429,https://www.hltv.org/player/7429/happy
f0rest,Sweden,Ninjas in Pyjamas,7,182,6,1.05,1.09,MLG Columbus 2016,2027,Patrik 'f0rest' Lindberg,29,https://www.hltv.org/player/29/f0rest
dennis,Sweden,fnatic,6,157,10,1.09,1.07,MLG Columbus 2016,2027,Dennis 'dennis' Edman,1146,https://www.hltv.org/player/1146/dennis
NEO,Poland,Virtus.pro,8,199,4,1.03,1.07,MLG Columbus 2016,2027,Filip 'NEO' Kubski,165,https://www.hltv.org/player/9261/lekr0
Xyp9x,Denmark,Astralis,6,149,11,1.12,1.07,MLG Columbus 2016,2027,Andreas 'Xyp9x' HÃ¸jsleth,4954,https://www.hltv.org/player/4954/xyp9x
Hiko,United States,Liquid,6,188,11,1.09,1.07,MLG Columbus 2016,2027,Spencer 'Hiko' Martin,2644,https://www.hltv.org/player/2644/hiko
TACO,Brazil,Luminosity,9,262,-4,0.98,1.06,MLG Columbus 2016,2027,Epitacio 'TACO' de Melo,9217,https://www.hltv.org/player/9217/taco
hazed,United States,CLG,7,182,1,1.01,1.06,MLG Columbus 2016,2027,James 'hazed' Cobb,8347,https://www.hltv.org/player/8347/hazed
KRIMZ,Sweden,fnatic,6,157,8,1.08,1.06,MLG Columbus 2016,2027,Freddy 'KRIMZ' Johansson,7528,https://www.hltv.org/player/7528/krimz
aizy,Denmark,FaZe,4,94,4,1.06,1.06,MLG Columbus 2016,2027,Philip 'aizy' Aistrup,8095,https://www.hltv.org/player/8095/aizy
AdreN,Kazakhstan,Gambit,5,137,0,1.0,1.04,MLG Columbus 2016,2027,Dauren 'AdreN' Kystaubayev,334,https://www.hltv.org/player/334/adren
Dosia,Russia,Gambit,5,137,-10,0.9,1.03,MLG Columbus 2016,2027,Mihail 'Dosia' Stolyarov,735,https://www.hltv.org/player/735/dosia
ScreaM,Belgium,G2,5,109,-6,0.93,1.02,MLG Columbus 2016,2027,Adil 'ScreaM' Benrlitom,7390,https://www.hltv.org/player/7390/scream
EliGE,United States,Liquid,6,188,-9,0.93,1.02,MLG Columbus 2016,2027,Jonathan 'EliGE' Jablonowski,8738,https://www.hltv.org/player/8738/elige
chrisJ,Netherlands,MOUZ,5,162,7,1.06,1.02,MLG Columbus 2016,2027,Chris 'chrisJ' de Jong,2730,https://www.hltv.org/player/2730/chrisj
WorldEdit,Russia,FlipSid3,2,95,-1,0.98,1.02,MLG Columbus 2016,2027,Georgi 'WorldEdit' Yaskin,7403,https://www.hltv.org/player/7403/worldedit
Spiidi,Germany,MOUZ,5,162,-8,0.93,1.01,MLG Columbus 2016,2027,Timo 'Spiidi' Richter,7499,https://www.hltv.org/player/7499/spiidi
TaZ,Poland,Virtus.pro,8,199,3,1.02,1.01,MLG Columbus 2016,2027,Wiktor 'TaZ' Wojtas,161,https://www.hltv.org/player/161/taz
fox,Portugal,FaZe,4,94,-4,0.94,1.0,MLG Columbus 2016,2027,Ricardo 'fox' Pacheco,629,https://www.hltv.org/player/629/fox
shox,France,G2,5,109,6,1.08,0.99,MLG Columbus 2016,2027,Richard 'shox' Papillon,1225,https://www.hltv.org/player/1225/shox
wayLander,Russia,Gambit,5,137,-7,0.93,0.99,MLG Columbus 2016,2027,Jan 'wayLander' Rahkonen,7796,https://www.hltv.org/player/7796/waylander
NBK-,France,Envy,2,53,-10,0.75,0.99,MLG Columbus 2016,2027,Nathan 'NBK-' Schmitt,7168,https://www.hltv.org/player/7168/nbk
hooch,Russia,Gambit,5,137,-6,0.94,0.98,MLG Columbus 2016,2027,Dmitry 'hooch' Bogdanov,499,https://www.hltv.org/player/499/hooch
RpK,France,G2,5,109,-3,0.96,0.98,MLG Columbus 2016,2027,CÃ©dric 'RpK' Guipouy,7169,https://www.hltv.org/player/7169/rpk
olofmeister,Sweden,fnatic,6,157,0,1.0,0.98,MLG Columbus 2016,2027,Olof 'olofmeister' Kajbjer,885,https://www.hltv.org/player/885/olofmeister
pashaBiceps,Poland,Virtus.pro,8,199,-13,0.91,0.98,MLG Columbus 2016,2027,JarosÅ‚aw 'pashaBiceps' JarzÄ…bkowski,317,https://www.hltv.org/player/317/pashabiceps
Zeus,Ukraine,Natus Vincere,8,201,-8,0.94,0.97,MLG Columbus 2016,2027,Danylo 'Zeus' Teslenko,484,https://www.hltv.org/player/484/zeus
nitr0,United States,Liquid,6,188,-28,0.79,0.97,MLG Columbus 2016,2027,Nick 'nitr0' Cannella,7687,https://www.hltv.org/player/7687/nitr0
denis,Germany,MOUZ,5,162,-19,0.84,0.97,MLG Columbus 2016,2027,Denis 'denis' Howell,7511,https://www.hltv.org/player/7511/denis
Ex6TenZ,Belgium,G2,5,109,-15,0.8,0.95,MLG Columbus 2016,2027,KÃ©vin 'Ex6TenZ' Droolans,7166,https://www.hltv.org/player/7166/ex6tenz
Xizt,Sweden,Ninjas in Pyjamas,7,182,-22,0.84,0.95,MLG Columbus 2016,2027,Richard 'Xizt' LandstrÃ¶m,884,https://www.hltv.org/player/884/xizt
GuardiaN,Slovakia,Natus Vincere,8,201,-14,0.89,0.94,MLG Columbus 2016,2027,Ladislav 'GuardiaN' KovÃ¡cs,2757,https://www.hltv.org/player/2757/guardian
reltuC,United States,CLG,7,182,-11,0.91,0.94,MLG Columbus 2016,2027,Stephen 'reltuC' Cutler,8137,https://www.hltv.org/player/8137/reltuc
DAVEY,Canada,Splyce,2,40,-2,0.94,0.93,MLG Columbus 2016,2027,David 'DAVEY' Stafford,8508,https://www.hltv.org/player/8508/davey
DEVIL,France,Envy,2,53,-9,0.76,0.93,MLG Columbus 2016,2027,Timothée 'DEVIL' Démolon,8569,https://www.hltv.org/player/8569/devil
mou,Kazakhstan,Gambit,5,137,-11,0.89,0.93,MLG Columbus 2016,2027,Rustem 'mou' Telepov,964,https://www.hltv.org/player/964/mou
B1ad3,Ukraine,FlipSid3,2,95,-9,0.87,0.9,MLG Columbus 2016,2027,Andrey 'B1ad3' Gorodenskiy,472,https://www.hltv.org/player/472/b1ad3
Skadoodle,United States,Cloud9,2,44,-7,0.79,0.9,MLG Columbus 2016,2027,Tyler 'Skadoodle' Latham,7440,https://www.hltv.org/player/7440/skadoodle
friberg,Sweden,Ninjas in Pyjamas,7,182,-18,0.86,0.9,MLG Columbus 2016,2027,Adam 'friberg' Friberg,7148,https://www.hltv.org/player/7148/friberg
SmithZz,France,G2,5,109,-11,0.87,0.9,MLG Columbus 2016,2027,Edouard 'SmithZz' Dubourdeaux,7170,https://www.hltv.org/player/7170/smithzz
karrigan,Denmark,Astralis,6,149,-18,0.82,0.88,MLG Columbus 2016,2027,Finn 'karrigan' Andersen,429,https://www.hltv.org/player/429/karrigan
Maikelele,Sweden,FaZe,4,94,-18,0.72,0.82,MLG Columbus 2016,2027,Mikail 'Maikelele' Bill,1045,https://www.hltv.org/player/1045/maikelele
jkaem,Norway,FaZe,4,94,-16,0.77,0.8,MLG Columbus 2016,2027,Joakim 'jkaem' Myrbostad,8248,https://www.hltv.org/player/8248/jkaem
shroud,Canada,Cloud9,2,44,-12,0.68,0.8,MLG Columbus 2016,2027,Mike 'shroud' Grzesiek,8349,https://www.hltv.org/player/8349/shroud
THREAT,Sweden,Ninjas in Pyjamas,7,182,-38,0.71,0.8,MLG Columbus 2016,2027,BjÃ¶rn 'THREAT' Pers,37,https://www.hltv.org/player/37/threat
nex,Germany,MOUZ,5,162,-31,0.74,0.8,MLG Columbus 2016,2027,Nemanja 'nexa' IsakoviÄ‡,9618,https://www.hltv.org/player/9618/nexa
arya,United States,Splyce,2,40,-11,0.66,0.74,MLG Columbus 2016,2027,Arya 'arya' Hekmat,6453,https://www.hltv.org/player/6453/arya
FugLy,United States,CLG,7,182,-42,0.67,0.74,MLG Columbus 2016,2027,Jacob 'FugLy' Medina,8522,https://www.hltv.org/player/8522/fugly
kennyS,France,Envy,2,53,-13,0.66,0.72,MLG Columbus 2016,2027,Kenny 'kennyS' Schrub,7167,https://www.hltv.org/player/7167/kennys
Stewie2K,United States,Cloud9,2,44,-17,0.54,0.69,MLG Columbus 2016,2027,Jake 'Stewie2K' Yip,8797,https://www.hltv.org/player/8797/stewie2k
n0thing,United States,Cloud9,2,44,-13,0.65,0.68,MLG Columbus 2016,2027,Jordan 'n0thing' Gilbert,203,https://www.hltv.org/player/203/n0thing
Professor_Chaos,United States,Splyce,2,40,-16,0.53,0.56,MLG Columbus 2016,2027,Andrew 'Professor_Chaos' Heintz,8912,https://www.hltv.org/player/8912/professor-chaos
