name_x,nationality,team,maps,rounds,KD-diff,KD,rating,event,event_ID,Full name,Player ID,Full link,name_y,Kills,Deaths,Kill / Death,Kill / Round,Rounds with kills,Kill - Death difference,Total opening kills,Total opening deaths,Opening kill ratio,Opening kill rating,Team win percent after first kill,First kill in won rounds,0 kill rounds,1 kill rounds,2 kill rounds,3 kill rounds,4 kill rounds,5 kill rounds,Rifle kills,Sniper kills,SMG kills,Pistol kills,Grenade,Other,Event link
fer,Brazil,Luminosity,9,262,2,1.01,1.14,MLG Columbus 2016,2027,Fernando 'fer' Alvarenga,8564,https://www.hltv.org/player/8564/fer,fer,186.0,184.0,1.01,0.71,132.0,2.0,42.0,32.0,1.31,1.26,81.0%,22.1%,130.0,90.0,34.0,4.0,4.0,0.0,112.0,0.0,33.0,32.0,1.0,8.0,https://www.hltv.org/stats/players/individual/8564/fer?event=2027
Snax,Poland,Virtus.pro,8,199,5,1.04,1.14,MLG Columbus 2016,2027,Janusz 'Snax' Pogorzelski,2553,https://www.hltv.org/player/2553/snax,Snax,140.0,135.0,1.04,0.7,89.0,5.0,19.0,20.0,0.95,0.98,78.9%,14.9%,110.0,48.0,32.0,8.0,1.0,0.0,58.0,45.0,4.0,30.0,1.0,2.0,https://www.hltv.org/stats/players/individual/2553/Snax?event=2027
adreN,United States,Liquid,6,188,19,1.17,1.14,MLG Columbus 2016,2027,Dauren 'AdreN' Kystaubayev,334,https://www.hltv.org/player/334/adren,adreN,98.0,98.0,1.0,0.72,61.0,0.0,14.0,20.0,0.7,0.93,64.3%,14.3%,76.0,36.0,17.0,5.0,2.0,1.0,70.0,0.0,4.0,24.0,0.0,1.0,https://www.hltv.org/stats/players/individual/334/adreN?event=2027
adreN,United States,Liquid,6,188,19,1.17,1.14,MLG Columbus 2016,2027,Dauren 'AdreN' Kystaubayev,334,https://www.hltv.org/player/334/adren,AdreN,98.0,98.0,1.0,0.72,61.0,0.0,14.0,20.0,0.7,0.93,64.3%,14.3%,76.0,36.0,17.0,5.0,2.0,1.0,70.0,0.0,4.0,24.0,0.0,1.0,https://www.hltv.org/stats/players/individual/334/AdreN?event=2027
GeT_RiGhT,Sweden,Ninjas in Pyjamas,7,182,-2,0.99,1.13,MLG Columbus 2016,2027,Christopher 'GeT_RiGhT' Alesund,39,https://www.hltv.org/player/39/get-right,GeT_RiGhT,135.0,137.0,0.99,0.74,84.0,-2.0,28.0,34.0,0.82,1.12,75.0%,24.1%,98.0,53.0,17.0,9.0,4.0,1.0,83.0,12.0,8.0,22.0,4.0,6.0,https://www.hltv.org/stats/players/individual/39/GeT_RiGhT?event=2027
JW,Sweden,fnatic,6,157,4,1.04,1.13,MLG Columbus 2016,2027,Jesper 'JW' Wecksell,3849,https://www.hltv.org/player/3849/jw,JW,114.0,110.0,1.04,0.73,74.0,4.0,22.0,18.0,1.22,1.18,86.4%,23.2%,83.0,42.0,25.0,6.0,1.0,0.0,43.0,43.0,4.0,18.0,1.0,5.0,https://www.hltv.org/stats/players/individual/3849/JW?event=2027
seized,Russia,Natus Vincere,8,201,12,1.09,1.13,MLG Columbus 2016,2027,Denis 'seized' Kostin,3347,https://www.hltv.org/player/3347/seized,seized,143.0,131.0,1.09,0.71,99.0,12.0,21.0,23.0,0.91,1.0,95.2%,17.4%,102.0,64.0,26.0,9.0,0.0,0.0,83.0,10.0,12.0,29.0,3.0,7.0,https://www.hltv.org/stats/players/individual/3347/seized?event=2027
apEX,France,Envy,2,53,-1,0.98,1.13,MLG Columbus 2016,2027,Dan 'apEX' Madesclaire,7322,https://www.hltv.org/player/7322/apex,apEX,40.0,41.0,0.98,0.75,29.0,-1.0,7.0,5.0,1.4,1.17,71.4%,23.8%,24.0,21.0,5.0,3.0,0.0,0.0,30.0,0.0,1.0,9.0,0.0,0.0,https://www.hltv.org/stats/players/individual/7322/apEX?event=2027
Happy,France,Envy,2,53,4,1.11,1.09,MLG Columbus 2016,2027,Vincent 'Happy' Schopenhauer,7429,https://www.hltv.org/player/7429/happy,Happy,41.0,37.0,1.11,0.77,27.0,4.0,5.0,3.0,1.67,1.04,40.0%,9.5%,26.0,15.0,10.0,2.0,0.0,0.0,26.0,2.0,1.0,12.0,0.0,0.0,https://www.hltv.org/stats/players/individual/7429/Happy?event=2027
f0rest,Sweden,Ninjas in Pyjamas,7,182,6,1.05,1.09,MLG Columbus 2016,2027,Patrik 'f0rest' Lindberg,29,https://www.hltv.org/player/29/f0rest,f0rest,132.0,126.0,1.05,0.73,90.0,6.0,19.0,13.0,1.46,1.07,78.9%,17.2%,92.0,61.0,18.0,9.0,2.0,0.0,75.0,25.0,6.0,25.0,1.0,1.0,https://www.hltv.org/stats/players/individual/29/f0rest?event=2027
dennis,Sweden,fnatic,6,157,10,1.09,1.07,MLG Columbus 2016,2027,Dennis 'dennis' Edman,1146,https://www.hltv.org/player/1146/dennis,dennis,119.0,109.0,1.09,0.76,81.0,10.0,11.0,15.0,0.73,0.86,72.7%,9.8%,76.0,49.0,27.0,4.0,1.0,0.0,85.0,4.0,5.0,23.0,2.0,0.0,https://www.hltv.org/stats/players/individual/1146/dennis?event=2027
NEO,Poland,Virtus.pro,8,199,4,1.03,1.07,MLG Columbus 2016,2027,Filip 'NEO' Kubski,165,https://www.hltv.org/player/9261/lekr0,NEO,135.0,131.0,1.03,0.68,97.0,4.0,25.0,21.0,1.19,1.12,80.0%,19.8%,102.0,66.0,26.0,3.0,2.0,0.0,69.0,38.0,2.0,23.0,0.0,4.0,https://www.hltv.org/stats/players/individual/165/NEO?event=2027
Xyp9x,Denmark,Astralis,6,149,11,1.12,1.07,MLG Columbus 2016,2027,Andreas 'Xyp9x' HÃ¸jsleth,4954,https://www.hltv.org/player/4954/xyp9x,Xyp9x,99.0,88.0,1.12,0.66,72.0,11.0,12.0,8.0,1.5,0.98,91.7%,13.3%,77.0,49.0,19.0,4.0,0.0,0.0,73.0,0.0,3.0,18.0,2.0,3.0,https://www.hltv.org/stats/players/individual/4954/Xyp9x?event=2027
Hiko,United States,Liquid,6,188,11,1.09,1.07,MLG Columbus 2016,2027,Spencer 'Hiko' Martin,2644,https://www.hltv.org/player/2644/hiko,Hiko,128.0,117.0,1.09,0.68,84.0,11.0,7.0,5.0,1.4,0.81,85.7%,5.9%,104.0,54.0,19.0,8.0,3.0,0.0,103.0,0.0,7.0,18.0,1.0,0.0,https://www.hltv.org/stats/players/individual/2644/Hiko?event=2027
TACO,Brazil,Luminosity,9,262,-4,0.98,1.06,MLG Columbus 2016,2027,Epitacio 'TACO' de Melo,9217,https://www.hltv.org/player/9217/taco,TACO,171.0,175.0,0.98,0.65,113.0,-4.0,28.0,26.0,1.08,1.04,64.3%,11.7%,149.0,70.0,29.0,13.0,1.0,0.0,115.0,17.0,4.0,34.0,0.0,1.0,https://www.hltv.org/stats/players/individual/9217/TACO?event=2027
hazed,United States,CLG,7,182,1,1.01,1.06,MLG Columbus 2016,2027,James 'hazed' Cobb,8347,https://www.hltv.org/player/8347/hazed,hazed,128.0,127.0,1.01,0.7,88.0,1.0,17.0,21.0,0.81,0.94,76.5%,14.6%,94.0,57.0,23.0,7.0,1.0,0.0,85.0,1.0,1.0,38.0,1.0,3.0,https://www.hltv.org/stats/players/individual/8347/hazed?event=2027
KRIMZ,Sweden,fnatic,6,157,8,1.08,1.06,MLG Columbus 2016,2027,Freddy 'KRIMZ' Johansson,7528,https://www.hltv.org/player/7528/krimz,KRIMZ,107.0,99.0,1.08,0.68,71.0,8.0,14.0,13.0,1.08,0.97,71.4%,12.2%,86.0,45.0,16.0,10.0,0.0,0.0,82.0,1.0,4.0,18.0,2.0,0.0,https://www.hltv.org/stats/players/individual/7528/KRIMZ?event=2027
aizy,Denmark,FaZe,4,94,4,1.06,1.06,MLG Columbus 2016,2027,Philip 'aizy' Aistrup,8095,https://www.hltv.org/player/8095/aizy,aizy,67.0,63.0,1.06,0.71,46.0,4.0,9.0,6.0,1.5,1.04,55.6%,11.6%,48.0,31.0,9.0,6.0,0.0,0.0,49.0,3.0,5.0,10.0,0.0,1.0,https://www.hltv.org/stats/players/individual/8095/aizy?event=2027
AdreN,Kazakhstan,Gambit,5,137,0,1.0,1.04,MLG Columbus 2016,2027,Dauren 'AdreN' Kystaubayev,334,https://www.hltv.org/player/334/adren,adreN,98.0,98.0,1.0,0.72,61.0,0.0,14.0,20.0,0.7,0.93,64.3%,14.3%,76.0,36.0,17.0,5.0,2.0,1.0,70.0,0.0,4.0,24.0,0.0,1.0,https://www.hltv.org/stats/players/individual/334/adreN?event=2027
AdreN,Kazakhstan,Gambit,5,137,0,1.0,1.04,MLG Columbus 2016,2027,Dauren 'AdreN' Kystaubayev,334,https://www.hltv.org/player/334/adren,AdreN,98.0,98.0,1.0,0.72,61.0,0.0,14.0,20.0,0.7,0.93,64.3%,14.3%,76.0,36.0,17.0,5.0,2.0,1.0,70.0,0.0,4.0,24.0,0.0,1.0,https://www.hltv.org/stats/players/individual/334/AdreN?event=2027
Dosia,Russia,Gambit,5,137,-10,0.9,1.03,MLG Columbus 2016,2027,Mihail 'Dosia' Stolyarov,735,https://www.hltv.org/player/735/dosia,Dosia,90.0,100.0,0.9,0.66,61.0,-10.0,12.0,11.0,1.09,0.97,66.7%,12.7%,76.0,38.0,17.0,6.0,0.0,0.0,73.0,2.0,7.0,8.0,0.0,0.0,https://www.hltv.org/stats/players/individual/735/Dosia?event=2027
ScreaM,Belgium,G2,5,109,-6,0.93,1.02,MLG Columbus 2016,2027,Adil 'ScreaM' Benrlitom,7390,https://www.hltv.org/player/7390/scream,ScreaM,74.0,80.0,0.93,0.68,57.0,-6.0,11.0,4.0,2.75,1.11,72.7%,16.3%,52.0,43.0,11.0,3.0,0.0,0.0,58.0,0.0,0.0,16.0,0.0,0.0,https://www.hltv.org/stats/players/individual/7390/ScreaM?event=2027
EliGE,United States,Liquid,6,188,-9,0.93,1.02,MLG Columbus 2016,2027,Jonathan 'EliGE' Jablonowski,8738,https://www.hltv.org/player/8738/elige,EliGE,122.0,131.0,0.93,0.65,83.0,-9.0,23.0,29.0,0.79,1.02,78.3%,17.8%,105.0,53.0,24.0,4.0,1.0,1.0,94.0,0.0,3.0,22.0,2.0,2.0,https://www.hltv.org/stats/players/individual/8738/EliGE?event=2027
chrisJ,Netherlands,MOUZ,5,162,7,1.06,1.02,MLG Columbus 2016,2027,Chris 'chrisJ' de Jong,2730,https://www.hltv.org/player/2730/chrisj,chrisJ,115.0,108.0,1.06,0.71,83.0,7.0,18.0,15.0,1.2,1.07,61.1%,14.9%,79.0,57.0,21.0,4.0,1.0,0.0,29.0,61.0,0.0,24.0,1.0,0.0,https://www.hltv.org/stats/players/individual/2730/chrisJ?event=2027
WorldEdit,Russia,FlipSid3,2,95,-1,0.98,1.02,MLG Columbus 2016,2027,Georgi 'WorldEdit' Yaskin,7403,https://www.hltv.org/player/7403/worldedit,WorldEdit,64.0,65.0,0.98,0.67,47.0,-1.0,11.0,7.0,1.57,1.12,54.5%,13.3%,48.0,33.0,12.0,1.0,1.0,0.0,18.0,33.0,2.0,8.0,3.0,0.0,https://www.hltv.org/stats/players/individual/7403/WorldEdit?event=2027
Spiidi,Germany,MOUZ,5,162,-8,0.93,1.01,MLG Columbus 2016,2027,Timo 'Spiidi' Richter,7499,https://www.hltv.org/player/7499/spiidi,Spiidi,105.0,113.0,0.93,0.65,68.0,-8.0,14.0,12.0,1.17,0.98,71.4%,13.5%,94.0,38.0,23.0,7.0,0.0,0.0,88.0,0.0,5.0,10.0,0.0,2.0,https://www.hltv.org/stats/players/individual/7499/Spiidi?event=2027
TaZ,Poland,Virtus.pro,8,199,3,1.02,1.01,MLG Columbus 2016,2027,Wiktor 'TaZ' Wojtas,161,https://www.hltv.org/player/161/taz,TaZ,130.0,127.0,1.02,0.65,90.0,3.0,13.0,19.0,0.68,0.83,84.6%,10.9%,109.0,56.0,28.0,6.0,0.0,0.0,102.0,0.0,7.0,19.0,2.0,0.0,https://www.hltv.org/stats/players/individual/161/TaZ?event=2027
fox,Portugal,FaZe,4,94,-4,0.94,1.0,MLG Columbus 2016,2027,Ricardo 'fox' Pacheco,629,https://www.hltv.org/player/629/fox,fox,61.0,65.0,0.94,0.65,45.0,-4.0,10.0,8.0,1.25,1.06,80.0%,18.6%,49.0,31.0,12.0,2.0,0.0,0.0,17.0,30.0,7.0,6.0,1.0,0.0,https://www.hltv.org/stats/players/individual/629/fox?event=2027
shox,France,G2,5,109,6,1.08,0.99,MLG Columbus 2016,2027,Richard 'shox' Papillon,1225,https://www.hltv.org/player/1225/shox,shox,78.0,72.0,1.08,0.72,51.0,6.0,7.0,6.0,1.17,0.9,71.4%,10.2%,58.0,32.0,12.0,6.0,1.0,0.0,48.0,2.0,12.0,16.0,0.0,0.0,https://www.hltv.org/stats/players/individual/1225/shox?event=2027
wayLander,Russia,Gambit,5,137,-7,0.93,0.99,MLG Columbus 2016,2027,Jan 'wayLander' Rahkonen,7796,https://www.hltv.org/player/7796/waylander,wayLander,95.0,102.0,0.93,0.69,61.0,-7.0,13.0,18.0,0.72,0.92,84.6%,17.5%,76.0,34.0,22.0,3.0,2.0,0.0,81.0,2.0,0.0,11.0,2.0,0.0,https://www.hltv.org/stats/players/individual/7796/wayLander?event=2027
NBK-,France,Envy,2,53,-10,0.75,0.99,MLG Columbus 2016,2027,Nathan 'NBK-' Schmitt,7168,https://www.hltv.org/player/7168/nbk,NBK-,30.0,40.0,0.75,0.57,19.0,-10.0,8.0,3.0,2.67,1.33,62.5%,23.8%,34.0,11.0,5.0,3.0,0.0,0.0,23.0,0.0,0.0,7.0,0.0,0.0,https://www.hltv.org/stats/players/individual/7168/NBK-?event=2027
hooch,Russia,Gambit,5,137,-6,0.94,0.98,MLG Columbus 2016,2027,Dmitry 'hooch' Bogdanov,499,https://www.hltv.org/player/499/hooch,hooch,93.0,99.0,0.94,0.68,62.0,-6.0,10.0,8.0,1.25,0.93,60.0%,9.5%,75.0,38.0,18.0,5.0,1.0,0.0,62.0,2.0,4.0,24.0,1.0,0.0,https://www.hltv.org/stats/players/individual/499/hooch?event=2027
RpK,France,G2,5,109,-3,0.96,0.98,MLG Columbus 2016,2027,CÃ©dric 'RpK' Guipouy,7169,https://www.hltv.org/player/7169/rpk,RpK,73.0,76.0,0.96,0.67,47.0,-3.0,8.0,17.0,0.47,0.77,50.0%,8.2%,62.0,27.0,15.0,4.0,1.0,0.0,48.0,1.0,6.0,17.0,1.0,0.0,https://www.hltv.org/stats/players/individual/7169/RpK?event=2027
olofmeister,Sweden,fnatic,6,157,0,1.0,0.98,MLG Columbus 2016,2027,Olof 'olofmeister' Kajbjer,885,https://www.hltv.org/player/885/olofmeister,olofmeister,107.0,107.0,1.0,0.68,73.0,0.0,14.0,22.0,0.64,0.88,92.9%,15.9%,84.0,45.0,24.0,3.0,0.0,1.0,55.0,21.0,12.0,15.0,1.0,3.0,https://www.hltv.org/stats/players/individual/885/olofmeister?event=2027
pashaBiceps,Poland,Virtus.pro,8,199,-13,0.91,0.98,MLG Columbus 2016,2027,JarosÅ‚aw 'pashaBiceps' JarzÄ…bkowski,317,https://www.hltv.org/player/317/pashabiceps,pashaBiceps,132.0,145.0,0.91,0.66,88.0,-13.0,20.0,25.0,0.8,0.96,75.0%,14.9%,111.0,49.0,34.0,5.0,0.0,0.0,86.0,11.0,6.0,19.0,3.0,7.0,https://www.hltv.org/stats/players/individual/317/pashaBiceps?event=2027
Zeus,Ukraine,Natus Vincere,8,201,-8,0.94,0.97,MLG Columbus 2016,2027,Danylo 'Zeus' Teslenko,484,https://www.hltv.org/player/484/zeus,Zeus,122.0,130.0,0.94,0.61,86.0,-8.0,10.0,20.0,0.5,0.75,80.0%,7.0%,115.0,59.0,20.0,6.0,0.0,1.0,87.0,3.0,14.0,17.0,0.0,1.0,https://www.hltv.org/stats/players/individual/484/Zeus?event=2027
nitr0,United States,Liquid,6,188,-28,0.79,0.97,MLG Columbus 2016,2027,Nick 'nitr0' Cannella,7687,https://www.hltv.org/player/7687/nitr0,nitr0,105.0,133.0,0.79,0.56,77.0,-28.0,17.0,20.0,0.85,0.94,58.8%,9.9%,111.0,57.0,15.0,3.0,1.0,1.0,72.0,1.0,14.0,18.0,0.0,0.0,https://www.hltv.org/stats/players/individual/7687/nitr0?event=2027
denis,Germany,MOUZ,5,162,-19,0.84,0.97,MLG Columbus 2016,2027,Denis 'denis' Howell,7511,https://www.hltv.org/player/7511/denis,denis,102.0,121.0,0.84,0.63,74.0,-19.0,16.0,15.0,1.07,1.01,62.5%,13.5%,88.0,52.0,16.0,6.0,0.0,0.0,77.0,3.0,0.0,20.0,0.0,2.0,https://www.hltv.org/stats/players/individual/7511/denis?event=2027
Ex6TenZ,Belgium,G2,5,109,-15,0.8,0.95,MLG Columbus 2016,2027,KÃ©vin 'Ex6TenZ' Droolans,7166,https://www.hltv.org/player/7166/ex6tenz,Ex6TenZ,60.0,75.0,0.8,0.55,39.0,-15.0,11.0,15.0,0.73,0.94,81.8%,18.4%,70.0,23.0,13.0,1.0,2.0,0.0,41.0,4.0,3.0,12.0,0.0,0.0,https://www.hltv.org/stats/players/individual/7166/Ex6TenZ?event=2027
Xizt,Sweden,Ninjas in Pyjamas,7,182,-22,0.84,0.95,MLG Columbus 2016,2027,Richard 'Xizt' LandstrÃ¶m,884,https://www.hltv.org/player/884/xizt,Xizt,119.0,141.0,0.84,0.65,85.0,-22.0,13.0,21.0,0.62,0.83,69.2%,10.3%,97.0,58.0,21.0,5.0,1.0,0.0,96.0,7.0,3.0,13.0,1.0,0.0,https://www.hltv.org/stats/players/individual/884/Xizt?event=2027
GuardiaN,Slovakia,Natus Vincere,8,201,-14,0.89,0.94,MLG Columbus 2016,2027,Ladislav 'GuardiaN' KovÃ¡cs,2757,https://www.hltv.org/player/2757/guardian,GuardiaN,114.0,128.0,0.89,0.57,84.0,-14.0,23.0,17.0,1.35,1.1,91.3%,18.3%,117.0,57.0,24.0,3.0,0.0,0.0,21.0,67.0,6.0,20.0,1.0,0.0,https://www.hltv.org/stats/players/individual/2757/GuardiaN?event=2027
reltuC,United States,CLG,7,182,-11,0.91,0.94,MLG Columbus 2016,2027,Stephen 'reltuC' Cutler,8137,https://www.hltv.org/player/8137/reltuc,reltuC,108.0,119.0,0.91,0.59,75.0,-11.0,11.0,17.0,0.65,0.81,81.8%,10.1%,107.0,52.0,16.0,5.0,1.0,1.0,82.0,0.0,9.0,16.0,1.0,0.0,https://www.hltv.org/stats/players/individual/8137/reltuC?event=2027
DAVEY,Canada,Splyce,2,40,-2,0.94,0.93,MLG Columbus 2016,2027,David 'DAVEY' Stafford,8508,https://www.hltv.org/player/8508/davey,DAVEY,31.0,33.0,0.94,0.78,18.0,-2.0,6.0,5.0,1.2,1.21,50.0%,37.5%,22.0,8.0,8.0,1.0,1.0,0.0,5.0,17.0,0.0,9.0,0.0,0.0,https://www.hltv.org/stats/players/individual/8508/DAVEY?event=2027
DEVIL,France,Envy,2,53,-9,0.76,0.93,MLG Columbus 2016,2027,Timothée 'DEVIL' Démolon,8569,https://www.hltv.org/player/8569/devil,DEVIL,28.0,37.0,0.76,0.53,20.0,-9.0,3.0,11.0,0.27,0.6,100.0%,14.3%,33.0,13.0,6.0,1.0,0.0,0.0,22.0,0.0,0.0,6.0,0.0,0.0,https://www.hltv.org/stats/players/individual/8569/DEVIL?event=2027
mou,Kazakhstan,Gambit,5,137,-11,0.89,0.93,MLG Columbus 2016,2027,Rustem 'mou' Telepov,964,https://www.hltv.org/player/964/mou,mou,86.0,97.0,0.89,0.63,63.0,-11.0,15.0,16.0,0.94,1.02,60.0%,14.3%,74.0,47.0,10.0,5.0,1.0,0.0,33.0,33.0,0.0,19.0,1.0,0.0,https://www.hltv.org/stats/players/individual/964/mou?event=2027
B1ad3,Ukraine,FlipSid3,2,95,-9,0.87,0.9,MLG Columbus 2016,2027,Andrey 'B1ad3' Gorodenskiy,472,https://www.hltv.org/player/472/b1ad3,B1ad3,60.0,69.0,0.87,0.63,40.0,-9.0,4.0,7.0,0.57,0.75,100.0%,8.9%,55.0,25.0,10.0,5.0,0.0,0.0,54.0,0.0,3.0,3.0,0.0,0.0,https://www.hltv.org/stats/players/individual/472/B1ad3?event=2027
Skadoodle,United States,Cloud9,2,44,-7,0.79,0.9,MLG Columbus 2016,2027,Tyler 'Skadoodle' Latham,7440,https://www.hltv.org/player/7440/skadoodle,Skadoodle,27.0,34.0,0.79,0.61,18.0,-7.0,4.0,4.0,1.0,0.97,50.0%,16.7%,26.0,10.0,7.0,1.0,0.0,0.0,4.0,9.0,3.0,11.0,0.0,0.0,https://www.hltv.org/stats/players/individual/7440/Skadoodle?event=2027
friberg,Sweden,Ninjas in Pyjamas,7,182,-18,0.86,0.9,MLG Columbus 2016,2027,Adam 'friberg' Friberg,7148,https://www.hltv.org/player/7148/friberg,friberg,110.0,128.0,0.86,0.6,72.0,-18.0,14.0,21.0,0.67,0.86,71.4%,11.5%,110.0,41.0,24.0,7.0,0.0,0.0,76.0,0.0,7.0,25.0,3.0,0.0,https://www.hltv.org/stats/players/individual/7148/friberg?event=2027
SmithZz,France,G2,5,109,-11,0.87,0.9,MLG Columbus 2016,2027,Edouard 'SmithZz' Dubourdeaux,7170,https://www.hltv.org/player/7170/smithzz,SmithZz,73.0,84.0,0.87,0.67,50.0,-11.0,16.0,14.0,1.14,1.19,68.8%,22.4%,59.0,35.0,9.0,4.0,2.0,0.0,13.0,40.0,8.0,11.0,2.0,1.0,https://www.hltv.org/stats/players/individual/7170/SmithZz?event=2027
karrigan,Denmark,Astralis,6,149,-18,0.82,0.88,MLG Columbus 2016,2027,Finn 'karrigan' Andersen,429,https://www.hltv.org/player/429/karrigan,karrigan,84.0,102.0,0.82,0.56,65.0,-18.0,12.0,16.0,0.75,0.89,75.0%,10.8%,84.0,50.0,13.0,1.0,0.0,1.0,67.0,2.0,2.0,11.0,1.0,1.0,https://www.hltv.org/stats/players/individual/429/karrigan?event=2027
Maikelele,Sweden,FaZe,4,94,-18,0.72,0.82,MLG Columbus 2016,2027,Mikail 'Maikelele' Bill,1045,https://www.hltv.org/player/1045/maikelele,Maikelele,47.0,65.0,0.72,0.5,36.0,-18.0,4.0,9.0,0.44,0.72,75.0%,7.0%,58.0,25.0,11.0,0.0,0.0,0.0,34.0,1.0,3.0,8.0,0.0,1.0,https://www.hltv.org/stats/players/individual/1045/Maikelele?event=2027
jkaem,Norway,FaZe,4,94,-16,0.77,0.8,MLG Columbus 2016,2027,Joakim 'jkaem' Myrbostad,8248,https://www.hltv.org/player/8248/jkaem,jkaem,55.0,71.0,0.77,0.59,35.0,-16.0,7.0,13.0,0.54,0.81,100.0%,16.3%,59.0,20.0,11.0,3.0,1.0,0.0,42.0,0.0,0.0,11.0,2.0,0.0,https://www.hltv.org/stats/players/individual/8248/jkaem?event=2027
shroud,Canada,Cloud9,2,44,-12,0.68,0.8,MLG Columbus 2016,2027,Mike 'shroud' Grzesiek,8349,https://www.hltv.org/player/8349/shroud,shroud,25.0,37.0,0.68,0.57,18.0,-12.0,2.0,6.0,0.33,0.67,50.0%,8.3%,26.0,14.0,2.0,1.0,1.0,0.0,14.0,0.0,0.0,9.0,2.0,0.0,https://www.hltv.org/stats/players/individual/8349/shroud?event=2027
THREAT,Sweden,Ninjas in Pyjamas,7,182,-38,0.71,0.8,MLG Columbus 2016,2027,BjÃ¶rn 'THREAT' Pers,37,https://www.hltv.org/player/37/threat,THREAT,93.0,131.0,0.71,0.51,69.0,-38.0,5.0,13.0,0.38,0.68,80.0%,4.6%,113.0,48.0,18.0,3.0,0.0,0.0,62.0,0.0,11.0,19.0,0.0,1.0,https://www.hltv.org/stats/players/individual/37/THREAT?event=2027
nex,Germany,MOUZ,5,162,-31,0.74,0.8,MLG Columbus 2016,2027,Nemanja 'nexa' IsakoviÄ‡,9618,https://www.hltv.org/player/9618/nexa,nex,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,0.0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.hltv.org/stats/players/individual/9618/nex?event=2027
arya,United States,Splyce,2,40,-11,0.66,0.74,MLG Columbus 2016,2027,Arya 'arya' Hekmat,6453,https://www.hltv.org/player/6453/arya,arya,21.0,32.0,0.66,0.53,18.0,-11.0,7.0,7.0,1.0,1.25,42.9%,37.5%,22.0,15.0,3.0,0.0,0.0,0.0,5.0,5.0,1.0,10.0,0.0,0.0,https://www.hltv.org/stats/players/individual/6453/arya?event=2027
FugLy,United States,CLG,7,182,-42,0.67,0.74,MLG Columbus 2016,2027,Jacob 'FugLy' Medina,8522,https://www.hltv.org/player/8522/fugly,FugLy,85.0,127.0,0.67,0.47,67.0,-42.0,9.0,19.0,0.47,0.74,55.6%,5.6%,115.0,49.0,18.0,0.0,0.0,0.0,62.0,1.0,2.0,18.0,3.0,0.0,https://www.hltv.org/stats/players/individual/8522/FugLy?event=2027
kennyS,France,Envy,2,53,-13,0.66,0.72,MLG Columbus 2016,2027,Kenny 'kennyS' Schrub,7167,https://www.hltv.org/player/7167/kennys,kennyS,25.0,38.0,0.66,0.47,23.0,-13.0,3.0,5.0,0.6,0.79,33.3%,4.8%,30.0,21.0,2.0,0.0,0.0,0.0,6.0,13.0,0.0,5.0,1.0,0.0,https://www.hltv.org/stats/players/individual/7167/kennyS?event=2027
Stewie2K,United States,Cloud9,2,44,-17,0.54,0.69,MLG Columbus 2016,2027,Jake 'Stewie2K' Yip,8797,https://www.hltv.org/player/8797/stewie2k,Stewie2K,20.0,37.0,0.54,0.45,17.0,-17.0,5.0,7.0,0.71,0.97,60.0%,25.0%,27.0,14.0,3.0,0.0,0.0,0.0,12.0,0.0,1.0,6.0,1.0,0.0,https://www.hltv.org/stats/players/individual/8797/Stewie2K?event=2027
n0thing,United States,Cloud9,2,44,-13,0.65,0.68,MLG Columbus 2016,2027,Jordan 'n0thing' Gilbert,203,https://www.hltv.org/player/203/n0thing,n0thing,24.0,37.0,0.65,0.55,18.0,-13.0,2.0,3.0,0.67,0.78,50.0%,8.3%,26.0,12.0,6.0,0.0,0.0,0.0,19.0,0.0,0.0,5.0,0.0,0.0,https://www.hltv.org/stats/players/individual/203/n0thing?event=2027
Professor_Chaos,United States,Splyce,2,40,-16,0.53,0.56,MLG Columbus 2016,2027,Andrew 'Professor_Chaos' Heintz,8912,https://www.hltv.org/player/8912/professor-chaos,Professor_Chaos,18.0,34.0,0.53,0.45,14.0,-16.0,3.0,3.0,1.0,0.92,0.0%,0.0%,26.0,10.0,4.0,0.0,0.0,0.0,7.0,0.0,0.0,9.0,0.0,2.0,https://www.hltv.org/stats/players/individual/8912/Professor_Chaos?event=2027
freakazoid,United States,Cloud9,2,44,-18,0.5,0.55,MLG Columbus 2016,2027,Ryan 'freakazoid' Abadir,7808,https://www.hltv.org/player/7808/freakazoid,freakazoid,18.0,36.0,0.5,0.41,13.0,-18.0,4.0,7.0,0.57,0.86,50.0%,16.7%,31.0,9.0,3.0,1.0,0.0,0.0,12.0,0.0,1.0,5.0,0.0,0.0,https://www.hltv.org/stats/players/individual/7808/freakazoid?event=2027
jasonR,Canada,Splyce,2,40,-22,0.35,0.44,MLG Columbus 2016,2027,Jason 'jasonR' Ruchelski,8794,https://www.hltv.org/player/8794/jasonr,jasonR,12.0,34.0,0.35,0.3,9.0,-22.0,0.0,6.0,0.0,0.42,,0.0%,31.0,6.0,3.0,0.0,0.0,0.0,9.0,0.0,0.0,3.0,0.0,0.0,https://www.hltv.org/stats/players/individual/8794/jasonR?event=2027
